DUID,dbin,q,ratio,price,n,norm
TORRB2,-1..0h,0.55,121.358051966162,16600,21,registered
TORRB2,-6..-3h,0.55,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.55,87.4637201885529,15500,16,registered
TORRB3,<=-24h,0.55,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.55,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.55,118.309041808419,15500,23,registered
TORRB3,-6..-3h,0.55,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.55,135.100499331446,15500,165,registered
TORRB4,<=-24h,0.55,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.55,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.55,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.55,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.6,140.673197518728,15493.8,101,registered
BARKIPS1,-24..-12h,0.6,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.6,99.721312213991,15493.8,17,registered
BARKIPS1,0..+3h (post),0.6,120.638158714339,15493.8,42,registered
DRYCGT1,<=-24h,0.6,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.6,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.6,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.6,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.6,42.0460014692099,13114.43,22,registered
MINTARO,<=-24h,0.6,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.6,125.901634241245,16178.36,78,registered
MINTARO,0..+3h (post),0.6,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.6,125.901634241245,16178.36,153,registered
MINTARO,-24..-12h,0.6,94.6275946275947,15339.575,46,registered
MINTARO,-1..0h,0.6,133.547868061143,16389.18,26,registered
MINTARO,-3..-1h,0.6,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.6,121.123273797988,15500,18,registered
PPCCGT,<=-24h,0.6,0.1,-998.399999999997,56,registered
QPS5,<=-24h,0.6,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.6,118.110622201637,15300.05,49,registered
QPS5,-6..-3h,0.6,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.6,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.6,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.6,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.6,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.6,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.6,121.358051966162,16600,21,registered
TORRB2,-6..-3h,0.6,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.6,87.4637201885529,15500,16,registered
TORRB3,<=-24h,0.6,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.6,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.6,118.309041808419,15500,23,registered
TORRB3,-6..-3h,0.6,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.6,135.100499331446,15500,165,registered
TORRB4,<=-24h,0.6,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.6,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.6,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.6,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.65,140.673197518728,15493.8,101,registered
BARKIPS1,-24..-12h,0.65,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.65,99.721312213991,15493.8,17,registered
BARKIPS1,0..+3h (post),0.65,120.638158714339,15493.8,42,registered
DRYCGT1,<=-24h,0.65,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.65,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.65,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.65,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.65,42.0460014692099,13114.43,22,registered
MINTARO,<=-24h,0.65,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.65,125.901634241245,16178.36,78,registered
MINTARO,0..+3h (post),0.65,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.65,125.901634241245,16178.36,153,registered
MINTARO,-24..-12h,0.65,94.6275946275947,15339.575,46,registered
MINTARO,-1..0h,0.65,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.65,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.65,121.123273797988,15500,18,registered
PPCCGT,<=-24h,0.65,0.1,-998.399999999997,56,registered
QPS5,<=-24h,0.65,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.65,118.110622201637,15300.05,49,registered
QPS5,-6..-3h,0.65,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.65,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.65,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.65,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.65,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.65,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.65,121.358051966162,16600,21,registered
TORRB2,-6..-3h,0.65,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.65,87.4637201885529,15500,16,registered
TORRB3,<=-24h,0.65,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.65,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.65,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.65,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.65,140.277935097759,15500,165,registered
TORRB4,<=-24h,0.65,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.65,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.65,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.65,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.7,140.673197518728,15493.8,101,registered
BARKIPS1,-24..-12h,0.7,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.7,99.721312213991,15493.8,17,registered
BARKIPS1,0..+3h (post),0.7,120.638158714339,15493.8,42,registered
DRYCGT1,<=-24h,0.7,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.7,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.7,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.7,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.7,42.0460014692099,13114.43,22,registered
MINTARO,<=-24h,0.7,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.7,125.901634241245,16178.36,78,registered
MINTARO,0..+3h (post),0.7,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.7,125.901634241245,16178.36,153,registered
MINTARO,-24..-12h,0.7,94.6275946275947,15339.575,46,registered
MINTARO,-1..0h,0.7,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.7,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.7,121.123273797988,15500,18,registered
PPCCGT,<=-24h,0.7,1.31787913404475,118.25,56,registered
QPS5,<=-24h,0.7,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.7,118.110622201637,15300.05,49,registered
QPS5,-6..-3h,0.7,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.7,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.7,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.7,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.7,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.7,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.7,121.358051966162,16600,21,registered
TORRB2,-6..-3h,0.7,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.7,87.4814718703285,15500,16,registered
TORRB3,<=-24h,0.7,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.7,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.7,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.7,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.7,140.277935097759,15500,165,registered
TORRB4,<=-24h,0.7,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.7,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.7,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.7,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.75,140.673197518728,15493.8,101,registered
BARKIPS1,-24..-12h,0.75,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.75,99.721312213991,15493.8,17,registered
BARKIPS1,0..+3h (post),0.75,120.638158714339,15493.8,42,registered
DRYCGT1,<=-24h,0.75,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.75,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.75,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.75,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.75,42.0460014692099,13114.43,22,registered
MINTARO,<=-24h,0.75,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.75,125.901634241245,16178.36,78,registered
MINTARO,0..+3h (post),0.75,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.75,125.901634241245,16178.36,153,registered
MINTARO,-24..-12h,0.75,94.6275946275947,15339.575,46,registered
MINTARO,-1..0h,0.75,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.75,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.75,121.123273797988,15500,18,registered
PPCCGT,<=-24h,0.75,1.31787913404475,118.25,56,registered
QPS5,<=-24h,0.75,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.75,118.110622201637,15300.05,49,registered
QPS5,-6..-3h,0.75,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.75,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.75,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.75,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.75,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.75,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.75,121.43091051247,16600,21,registered
TORRB2,-6..-3h,0.75,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.75,87.4814718703285,15500,16,registered
TORRB3,<=-24h,0.75,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.75,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.75,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.75,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.75,140.320031107091,15500,165,registered
TORRB4,<=-24h,0.75,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.75,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.75,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.75,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.8,143.499643422771,15493.8,101,registered
BARKIPS1,-24..-12h,0.8,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.8,140.673197518728,15493.8,17,registered
BARKIPS1,0..+3h (post),0.8,120.638158714339,15493.8,42,registered
DRYCGT1,<=-24h,0.8,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.8,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.8,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.8,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.8,45.009141585048,13114.43,22,registered
MINTARO,<=-24h,0.8,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.8,125.901634241245,16178.36,78,registered
MINTARO,0..+3h (post),0.8,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.8,125.901634241245,16178.36,153,registered
MINTARO,-24..-12h,0.8,94.6275946275947,15339.575,46,registered
MINTARO,-1..0h,0.8,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.8,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.8,121.123273797988,15500,18,registered
PPCCGT,<=-24h,0.8,1.31787913404475,118.25,56,registered
QPS5,<=-24h,0.8,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.8,118.110622201637,15500,49,registered
QPS5,-6..-3h,0.8,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.8,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.8,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.8,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.8,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.8,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.8,121.43091051247,16600,21,registered
TORRB2,-6..-3h,0.8,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.8,87.4814718703285,15500,16,registered
TORRB3,<=-24h,0.8,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.8,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.8,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.8,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.8,140.320031107091,15500,165,registered
TORRB4,<=-24h,0.8,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.8,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.8,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.8,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.85,143.499643422771,15500,101,registered
BARKIPS1,-24..-12h,0.85,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.85,140.673197518728,15493.8,17,registered
BARKIPS1,0..+3h (post),0.85,130.655678116534,15500,42,registered
DRYCGT1,<=-24h,0.85,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.85,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.85,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.85,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.85,66.8854884868237,13114.43,22,registered
MINTARO,<=-24h,0.85,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.85,125.901634241245,16178.36,78,registered
MINTARO,0..+3h (post),0.85,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.85,125.901634241245,16178.36,153,registered
MINTARO,-24..-12h,0.85,94.6275946275947,15339.575,46,registered
MINTARO,-1..0h,0.85,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.85,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.85,121.123273797988,15500,18,registered
PPCCGT,<=-24h,0.85,1.31787913404475,118.25,56,registered
QPS5,<=-24h,0.85,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.85,118.110622201637,15500,49,registered
QPS5,-6..-3h,0.85,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.85,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.85,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.85,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.85,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.85,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.85,121.43091051247,16600,21,registered
TORRB2,-6..-3h,0.85,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.85,87.4814718703285,15500,16,registered
TORRB3,<=-24h,0.85,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.85,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.85,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.85,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.85,140.320031107091,15500,165,registered
TORRB4,<=-24h,0.85,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.85,118.34454517197,15500,19,registered
TORRB4,-1..0h,0.85,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.85,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.9,143.499643422771,15500,101,registered
BARKIPS1,-24..-12h,0.9,119.636939548583,15493.8,33,registered
BARKIPS1,-12..-6h,0.9,140.673197518728,15493.8,17,registered
BARKIPS1,0..+3h (post),0.9,130.655678116534,15500,42,registered
DRYCGT1,<=-24h,0.9,39.0828613533718,13114.43,18,registered
DRYCGT2,<=-24h,0.9,39.0828613533718,13114.43,42,registered
DRYCGT2,0..+3h (post),0.9,39.0828613533718,13114.43,16,registered
DRYCGT3,<=-24h,0.9,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.9,66.8854884868237,13114.43,22,registered
MINTARO,<=-24h,0.9,125.901634241245,16178.36,1171,registered
MINTARO,-6..-3h,0.9,129.182879377432,16178.36,78,registered
MINTARO,0..+3h (post),0.9,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.9,129.182879377432,16178.36,153,registered
MINTARO,-24..-12h,0.9,102.350599344254,15500,46,registered
MINTARO,-1..0h,0.9,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.9,125.901634241245,16178.36,17,registered
OSB-AG,0..+3h (post),0.9,144.261366639626,16050,18,registered
PPCCGT,<=-24h,0.9,1.31787913404475,118.25,56,registered
QPS5,<=-24h,0.9,138.765842998824,15300.05,264,registered
QPS5,0..+3h (post),0.9,118.110622201637,15500,49,registered
QPS5,-6..-3h,0.9,140.599614041537,15300.05,16,registered
QPS5,-12..-6h,0.9,138.765842998824,15300.05,15,registered
QPS5,-24..-12h,0.9,118.110622201637,15300.05,28,registered
TORRB2,0..+3h (post),0.9,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.9,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.9,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.9,121.43091051247,16600,21,registered
TORRB2,-6..-3h,0.9,118.326793490194,15500,20,registered
TORRB2,-3..-1h,0.9,118.34454517197,15500,16,registered
TORRB3,<=-24h,0.9,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.9,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.9,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.9,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.9,140.320031107091,15500,165,registered
TORRB4,<=-24h,0.9,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.9,121.43091051247,15500,19,registered
TORRB4,-1..0h,0.9,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.9,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.95,143.499643422771,15500,101,registered
BARKIPS1,-24..-12h,0.95,119.636939548583,15500,33,registered
BARKIPS1,-12..-6h,0.95,140.673197518728,15500,17,registered
BARKIPS1,0..+3h (post),0.95,130.679815403191,15500,42,registered
DRYCGT1,<=-24h,0.95,42.6375298200441,14307.215,18,registered
DRYCGT2,<=-24h,0.95,46.1921982867165,15500,42,registered
DRYCGT2,0..+3h (post),0.95,46.1921982867165,15500,16,registered
DRYCGT3,<=-24h,0.95,39.0828613533718,13114.43,56,registered
DRYCGT3,0..+3h (post),0.95,67.4770168376579,14108.725,22,registered
MINTARO,<=-24h,0.95,129.182879377432,16600,1171,registered
MINTARO,-6..-3h,0.95,129.182879377432,16600,78,registered
MINTARO,0..+3h (post),0.95,129.182879377432,16600,244,registered
MINTARO,-12..-6h,0.95,129.182879377432,16178.36,153,registered
MINTARO,-24..-12h,0.95,103.51394234643,15500,46,registered
MINTARO,-1..0h,0.95,133.547868061143,16600,26,registered
MINTARO,-3..-1h,0.95,129.182879377432,16178.36,17,registered
OSB-AG,0..+3h (post),0.95,144.261366639626,16050,18,registered
PPCCGT,<=-24h,0.95,75.7274106355486,15500,56,registered
QPS5,<=-24h,0.95,139.519246932258,15500,264,registered
QPS5,0..+3h (post),0.95,118.110622201637,15500,49,registered
QPS5,-6..-3h,0.95,142.437052012498,15500,16,registered
QPS5,-12..-6h,0.95,139.519246932258,15500,15,registered
QPS5,-24..-12h,0.95,118.110622201637,15400.025,28,registered
TORRB2,0..+3h (post),0.95,121.43091051247,16600,152,registered
TORRB2,<=-24h,0.95,101.050139123224,15500,62,registered
TORRB2,-12..-6h,0.95,127.563107291507,15500,18,registered
TORRB2,-1..0h,0.95,121.43091051247,16600,21,registered
TORRB2,-6..-3h,0.95,119.851298569066,15500,20,registered
TORRB2,-3..-1h,0.95,118.34454517197,15500,16,registered
TORRB3,<=-24h,0.95,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),0.95,121.43091051247,15500,177,registered
TORRB3,-12..-6h,0.95,127.537594670049,15500,23,registered
TORRB3,-6..-3h,0.95,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),0.95,140.320031107091,15500,165,registered
TORRB4,<=-24h,0.95,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,0.95,121.43091051247,15500,19,registered
TORRB4,-1..0h,0.95,121.43091051247,15500,21,registered
TORRB4,-6..-3h,0.95,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,1,143.499643422771,15500,101,registered
BARKIPS1,-24..-12h,1,120.686433287654,15500,33,registered
BARKIPS1,-12..-6h,1,140.673197518728,15500,17,registered
BARKIPS1,0..+3h (post),1,130.679815403191,15500,42,registered
DRYCGT1,<=-24h,1,88.7618353885996,15500,18,registered
DRYCGT2,<=-24h,1,46.1921982867165,15500,42,registered
DRYCGT2,0..+3h (post),1,46.1921982867165,15500,16,registered
DRYCGT3,<=-24h,1,46.1921982867165,15500,56,registered
DRYCGT3,0..+3h (post),1,88.7618353885994,15500,22,registered
MINTARO,<=-24h,1,129.182879377432,16600,1171,registered
MINTARO,-6..-3h,1,129.182879377432,16600,78,registered
MINTARO,0..+3h (post),1,129.182879377432,16600,244,registered
MINTARO,-12..-6h,1,129.182879377432,16600,153,registered
MINTARO,-24..-12h,1,103.51394234643,15500,46,registered
MINTARO,-1..0h,1,133.547868061143,16600,26,registered
MINTARO,-3..-1h,1,129.182879377432,16600,17,registered
OSB-AG,0..+3h (post),1,144.261366639626,16050,18,registered
PPCCGT,<=-24h,1,185.004597252792,16600,56,registered
QPS5,<=-24h,1,139.519246932258,15500,264,registered
QPS5,0..+3h (post),1,119.654160876949,15500,49,registered
QPS5,-6..-3h,1,142.437052012498,15500,16,registered
QPS5,-12..-6h,1,139.519246932258,15500,15,registered
QPS5,-24..-12h,1,119.654160876949,15500,28,registered
TORRB2,0..+3h (post),1,121.43091051247,16600,152,registered
TORRB2,<=-24h,1,101.050139123224,15500,62,registered
TORRB2,-12..-6h,1,127.563107291507,15500,18,registered
TORRB2,-1..0h,1,121.43091051247,16600,21,registered
TORRB2,-6..-3h,1,119.851298569066,15500,20,registered
TORRB2,-3..-1h,1,118.34454517197,15500,16,registered
TORRB3,<=-24h,1,82.7120863114209,15490.7,88,registered
TORRB3,0..+3h (post),1,121.43091051247,15500,177,registered
TORRB3,-12..-6h,1,127.537594670049,15500,23,registered
TORRB3,-6..-3h,1,118.34454517197,15500,15,registered
TORRB4,0..+3h (post),1,140.320031107091,15500,165,registered
TORRB4,<=-24h,1,82.7120863114209,15490.7,39,registered
TORRB4,-12..-6h,1,121.43091051247,15500,19,registered
TORRB4,-1..0h,1,121.43091051247,15500,21,registered
TORRB4,-6..-3h,1,121.43091051247,15500,15,registered
BARKIPS1,<=-24h,0.05,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.05,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.05,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.05,84.4294442873249,14006.395,42,MAXAVAIL
DRYCGT1,<=-24h,0.05,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.05,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.05,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.05,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.05,39.0828613533718,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.05,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.05,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.05,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.05,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.05,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.05,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.05,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.05,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.05,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.05,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.05,2.08420413122722,514.59,49,MAXAVAIL
QPS5,-6..-3h,0.05,139.68272852018,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.05,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.05,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.05,0.1,-999.4,152,MAXAVAIL
TORRB2,<=-24h,0.05,0.1,-999.799999999998,62,MAXAVAIL
TORRB2,-12..-6h,0.05,0.1,-999.800000000002,18,MAXAVAIL
TORRB2,-1..0h,0.05,0.1,-999.699999999999,21,MAXAVAIL
TORRB2,-6..-3h,0.05,0.1,-999.7,20,MAXAVAIL
TORRB2,-3..-1h,0.05,0.1,-999.699999999999,16,MAXAVAIL
TORRB3,<=-24h,0.05,0.1,-999.400000000001,88,MAXAVAIL
TORRB3,0..+3h (post),0.05,0.1,-999.399999999999,177,MAXAVAIL
TORRB3,-12..-6h,0.05,0.1,-999.7,23,MAXAVAIL
TORRB3,-6..-3h,0.05,0.1,-999.699999999999,15,MAXAVAIL
TORRB4,0..+3h (post),0.05,0.1,-999.400000000001,165,MAXAVAIL
TORRB4,<=-24h,0.05,0.1,-999.400000000001,39,MAXAVAIL
TORRB4,-12..-6h,0.05,0.1,-999.799999999999,19,MAXAVAIL
TORRB4,-1..0h,0.05,0.1,-999.699999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.05,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.1,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.1,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.1,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.1,99.721312213991,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.1,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.1,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.1,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.1,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.1,39.0828613533718,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.1,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.1,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.1,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.1,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.1,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.1,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.1,125.901634241245,16178.36,17,MAXAVAIL
