episode_id,scope,n_pre,base_mx,last_mx,base_above,last_above,runup_withhold,runup_abovesrmc,duid,instruction,s,depth_onset,d_t,ym
2,whole,12,193,0,1,1,193,0,BARKIPS1,Synchronise,2022-06-15T22:10:00Z,4,0,202206
2,onset,12,193,0,1,1,193,0,BARKIPS1,Synchronise,2022-06-15T22:10:00Z,4,0,202206
3,whole,9,193,202.759259259259,1,0.852557319223986,-9.75925925925927,-0.147442680776014,BARKIPS1,Synchronise,2022-06-17T01:05:00Z,6,0,202206
3,onset,9,193,193,1,1,0,0,BARKIPS1,Synchronise,2022-06-17T01:05:00Z,6,0,202206
4,whole,5,193,193,1,1,0,0,BARKIPS1,Synchronise,2022-07-29T22:50:00Z,2,0,202207
4,onset,5,193,193,1,1,0,0,BARKIPS1,Synchronise,2022-07-29T22:50:00Z,2,0,202207
5,whole,18,193,210,1,1,-17,0,BARKIPS1,Synchronise,2022-07-30T13:29:59Z,2,0,202207
5,onset,18,193,210,1,1,-17,0,BARKIPS1,Synchronise,2022-07-30T13:29:59Z,2,0,202207
6,whole,5,193,176,1,0.523809523809524,17,-0.476190476190476,BARKIPS1,Synchronise,2022-09-16T05:40:00Z,2,0,202209
6,onset,5,193,176,1,0.166666666666667,17,-0.833333333333333,BARKIPS1,Synchronise,2022-09-16T05:40:00Z,2,0,202209
7,whole,6,210,210,1,1,0,0,BARKIPS1,Synchronise,2022-12-03T21:20:00Z,2.41666666666667,0,202212
7,onset,6,210,210,1,1,0,0,BARKIPS1,Synchronise,2022-12-03T21:20:00Z,2.41666666666667,0,202212
8,whole,7,210,210,1,0.981859410430839,0,-0.018140589569161,BARKIPS1,Synchronise,2023-01-23T23:10:00Z,1,0,202301
8,onset,7,210,210,1,1,0,0,BARKIPS1,Synchronise,2023-01-23T23:10:00Z,1,0,202301
9,whole,6,193,210,1,1,-17,0,BARKIPS1,Synchronise,2023-02-10T21:50:00Z,2,0,202302
9,onset,6,193,210,1,1,-17,0,BARKIPS1,Synchronise,2023-02-10T21:50:00Z,2,0,202302
10,whole,6,210,210,1,1,0,0,BARKIPS1,Synchronise,2023-03-07T08:59:59Z,1.33333333333333,0,202303
10,onset,6,210,210,1,1,0,0,BARKIPS1,Synchronise,2023-03-07T08:59:59Z,1.33333333333333,0,202303
11,whole,9,193,176,1,1,17,0,BARKIPS1,Synchronise,2023-03-16T06:54:59Z,2,0,202303
11,onset,9,193,176,1,1,17,0,BARKIPS1,Synchronise,2023-03-16T06:54:59Z,2,0,202303
12,whole,10,193,193,1,0.904761904761905,0,-0.0952380952380952,BARKIPS1,Synchronise,2023-04-18T02:00:00Z,2,0,202304
12,onset,10,193,193,1,0.942857142857143,0,-0.0571428571428572,BARKIPS1,Synchronise,2023-04-18T02:00:00Z,2,0,202304
13,whole,9,210,210,1,1,0,0,BARKIPS1,Synchronise,2023-04-26T02:20:00Z,1,0,202304
13,onset,9,210,210,1,1,0,0,BARKIPS1,Synchronise,2023-04-26T02:20:00Z,1,0,202304
14,whole,13,210,210,1,1,0,0,BARKIPS1,Remain,2023-06-07T05:59:59Z,2.25,0,202306
14,onset,13,210,210,1,1,0,0,BARKIPS1,Remain,2023-06-07T05:59:59Z,2.25,0,202306
15,whole,5,193,190.970149253731,1,1,2.02985074626866,0,BARKIPS1,Synchronise,2023-09-18T00:20:00Z,2,1,202309
15,onset,5,193,181.666666666667,1,1,11.3333333333333,0,BARKIPS1,Synchronise,2023-09-18T00:20:00Z,2,1,202309
16,whole,4,87.4838709677419,176,1,1,-88.5161290322581,0,BARKIPS1,Synchronise,2023-12-10T18:56:00Z,2,1,202312
16,onset,4,18,176,1,1,-158,0,BARKIPS1,Synchronise,2023-12-10T18:56:00Z,2,1,202312
17,whole,5,210,175,1,1,35,0,BARKIPS1,Synchronise,2023-12-27T03:09:59Z,2,1,202312
17,onset,5,210,175,1,1,35,0,BARKIPS1,Synchronise,2023-12-27T03:09:59Z,2,1,202312
18,whole,4,210,192.608695652174,1,1,17.3913043478261,0,BARKIPS1,Synchronise,2023-12-28T21:50:00Z,2,1,202312
18,onset,4,210,190,1,1,20,0,BARKIPS1,Synchronise,2023-12-28T21:50:00Z,2,1,202312
19,whole,4,119.272727272727,193,1,1,-73.7272727272727,0,BARKIPS1,Synchronise,2024-01-12T15:20:00Z,2,1,202401
19,onset,4,106.666666666667,193,1,1,-86.3333333333333,0,BARKIPS1,Synchronise,2024-01-12T15:20:00Z,2,1,202401
20,whole,10,176,176,1,1,0,0,BARKIPS1,Synchronise,2024-04-05T23:00:00Z,1,1,202404
20,onset,10,176,176,1,1,0,0,BARKIPS1,Synchronise,2024-04-05T23:00:00Z,1,1,202404
21,whole,6,193,175,1,1,18,0,BARKIPS1,Synchronise,2024-05-28T14:30:00Z,1,1,202405
21,onset,6,193,175,1,1,18,0,BARKIPS1,Synchronise,2024-05-28T14:30:00Z,1,1,202405
22,whole,6,140,155,1,1,-15,0,BARKIPS1,Synchronise,2024-08-29T02:59:59Z,2,1,202408
22,onset,6,140,155,1,1,-15,0,BARKIPS1,Synchronise,2024-08-29T02:59:59Z,2,1,202408
23,whole,8,157,174,1,1,-17,0,BARKIPS1,Synchronise,2024-09-20T05:24:59Z,2,1,202409
23,onset,8,157,174,1,1,-17,0,BARKIPS1,Synchronise,2024-09-20T05:24:59Z,2,1,202409
24,whole,15,176,176,1,0.619047619047619,0,-0.380952380952381,BARKIPS1,Synchronise,2024-11-06T07:00:00Z,2,1,202411
24,onset,15,176,176,1,0.619047619047619,0,-0.380952380952381,BARKIPS1,Synchronise,2024-11-06T07:00:00Z,2,1,202411
26,whole,6,37,45,1,1,-8,0,DRYCGT1,Synchronise,2022-02-10T07:10:00Z,2.2,0,202202
26,onset,6,37,45,1,1,-8,0,DRYCGT1,Synchronise,2022-02-10T07:10:00Z,2.2,0,202202
27,whole,6,44.5853658536585,46.4390243902439,1,1,-1.85365853658536,0,DRYCGT1,Synchronise,2022-05-20T01:35:00Z,2,0,202205
27,onset,6,44,46,1,1,-2,0,DRYCGT1,Synchronise,2022-05-20T01:35:00Z,2,0,202205
28,whole,5,45.8539325842697,44.8651685393258,1,1,0.988764044943821,0,DRYCGT1,Synchronise,2023-06-06T14:14:59Z,2,0,202306
28,onset,5,47,45,1,1,2,0,DRYCGT1,Synchronise,2023-06-06T14:14:59Z,2,0,202306
29,whole,6,45.7397260273973,45.8493150684932,1,1,-0.109589041095887,0,DRYCGT1,Synchronise,2023-06-15T16:45:00Z,2,0,202306
29,onset,6,47,47,1,1,0,0,DRYCGT1,Synchronise,2023-06-15T16:45:00Z,2,0,202306
31,whole,5,38,43,1,1,-5,0,DRYCGT2,Synchronise,2022-02-26T05:10:00Z,2.55555555555556,0,202202
31,onset,5,38,43,1,1,-5,0,DRYCGT2,Synchronise,2022-02-26T05:10:00Z,2.55555555555556,0,202202
32,whole,9,41.625,41.8125,1,1,-0.1875,0,DRYCGT2,Synchronise,2022-03-17T23:24:59Z,1,0,202203
32,onset,9,42,41.6666666666667,1,1,0.333333333333336,0,DRYCGT2,Synchronise,2022-03-17T23:24:59Z,1,0,202203
34,whole,3,44,44.2777777777778,1,1,-0.277777777777779,0,DRYCGT2,Synchronise,2022-04-02T02:55:00Z,2.08333333333333,0,202204
34,onset,3,44,44,1,1,0,0,DRYCGT2,Synchronise,2022-04-02T02:55:00Z,2.08333333333333,0,202204
35,whole,3,43.4444444444444,42,1,1,1.44444444444444,0,DRYCGT2,Synchronise,2022-04-12T23:24:59Z,2.08333333333333,0,202204
35,onset,3,43.6666666666667,42,1,1,1.66666666666666,0,DRYCGT2,Synchronise,2022-04-12T23:24:59Z,2.08333333333333,0,202204
36,whole,5,45,46,1,1,-1,0,DRYCGT2,Synchronise,2022-05-15T05:30:00Z,2,0,202205
36,onset,5,45,46,1,1,-1,0,DRYCGT2,Synchronise,2022-05-15T05:30:00Z,2,0,202205
37,whole,5,44,46,1,1,-2,0,DRYCGT2,Synchronise,2022-05-20T01:29:59Z,2.5,0,202205
37,onset,5,44,46,1,1,-2,0,DRYCGT2,Synchronise,2022-05-20T01:29:59Z,2.5,0,202205
38,whole,4,44,45,1,1,-1,0,DRYCGT2,Synchronise,2022-05-20T23:59:59Z,2.08333333333333,0,202205
38,onset,4,44,45,1,1,-1,0,DRYCGT2,Synchronise,2022-05-20T23:59:59Z,2.08333333333333,0,202205
39,whole,5,44,44.24,1,1,-0.240000000000002,0,DRYCGT2,Synchronise,2022-05-21T23:59:59Z,2.08333333333333,0,202205
39,onset,5,44,44,1,1,0,0,DRYCGT2,Synchronise,2022-05-21T23:59:59Z,2.08333333333333,0,202205
40,whole,5,44,46,1,1,-2,0,DRYCGT2,Synchronise,2022-06-03T23:59:59Z,2.08333333333333,0,202206
40,onset,5,44,46,1,1,-2,0,DRYCGT2,Synchronise,2022-06-03T23:59:59Z,2.08333333333333,0,202206
41,whole,5,45,47,1,1,-2,0,DRYCGT2,Synchronise,2022-06-04T04:00:00Z,2,0,202206
41,onset,5,45,47,1,1,-2,0,DRYCGT2,Synchronise,2022-06-04T04:00:00Z,2,0,202206
42,whole,5,45,48,1,1,-3,0,DRYCGT2,Synchronise,2022-06-05T04:15:00Z,2,0,202206
42,onset,5,45,48,1,1,-3,0,DRYCGT2,Synchronise,2022-06-05T04:15:00Z,2,0,202206
44,whole,6,42,47.2,1,1,-5.2,0,DRYCGT3,Synchronise,2022-02-10T07:10:00Z,2.2,0,202202
44,onset,6,42,47.2,1,1,-5.2,0,DRYCGT3,Synchronise,2022-02-10T07:10:00Z,2.2,0,202202
45,whole,5,42,46,1,1,-4,0,DRYCGT3,Synchronise,2022-02-26T05:10:00Z,2.55555555555556,0,202202
45,onset,5,42,46,1,1,-4,0,DRYCGT3,Synchronise,2022-02-26T05:10:00Z,2.55555555555556,0,202202
46,whole,9,45,45,1,1,0,0,DRYCGT3,Synchronise,2022-03-17T23:24:59Z,1,0,202203
46,onset,9,45,45,1,1,0,0,DRYCGT3,Synchronise,2022-03-17T23:24:59Z,1,0,202203
48,whole,3,46.6111111111111,47,1,1,-0.388888888888886,0,DRYCGT3,Synchronise,2022-04-02T02:55:00Z,2.08333333333333,0,202204
48,onset,3,46.4166666666667,47,1,1,-0.583333333333336,0,DRYCGT3,Synchronise,2022-04-02T02:55:00Z,2.08333333333333,0,202204
49,whole,3,46,45.1111111111111,1,1,0.888888888888886,0,DRYCGT3,Synchronise,2022-04-12T23:24:59Z,2.08333333333333,0,202204
49,onset,3,46,45.1666666666667,1,1,0.833333333333336,0,DRYCGT3,Synchronise,2022-04-12T23:24:59Z,2.08333333333333,0,202204
50,whole,5,47,48,1,1,-1,0,DRYCGT3,Synchronise,2022-05-15T05:30:00Z,2,0,202205
50,onset,5,47,48,1,1,-1,0,DRYCGT3,Synchronise,2022-05-15T05:30:00Z,2,0,202205
51,whole,5,47,48.2790697674419,1,1,-1.27906976744186,0,DRYCGT3,Synchronise,2022-05-20T01:29:59Z,2.08333333333333,0,202205
51,onset,5,47,48,1,1,-1,0,DRYCGT3,Synchronise,2022-05-20T01:29:59Z,2.08333333333333,0,202205
52,whole,4,46.96,47,1,1,-0.0399999999999991,0,DRYCGT3,Synchronise,2022-05-20T23:59:59Z,2.08333333333333,0,202205
52,onset,4,46.9166666666667,47,1,1,-0.0833333333333357,0,DRYCGT3,Synchronise,2022-05-20T23:59:59Z,2.08333333333333,0,202205
53,whole,5,46.96,47,1,1,-0.0399999999999991,0,DRYCGT3,Synchronise,2022-05-21T23:59:59Z,2.08333333333333,0,202205
53,onset,5,46.9166666666667,47,1,1,-0.0833333333333357,0,DRYCGT3,Synchronise,2022-05-21T23:59:59Z,2.08333333333333,0,202205
54,whole,5,46.96,48,1,1,-1.04,0,DRYCGT3,Synchronise,2022-06-03T23:59:59Z,2.08333333333333,0,202206
54,onset,5,46.9166666666667,48,1,1,-1.08333333333334,0,DRYCGT3,Synchronise,2022-06-03T23:59:59Z,2.08333333333333,0,202206
55,whole,5,47,48.2608695652174,1,1,-1.26086956521739,0,DRYCGT3,Synchronise,2022-06-04T04:00:00Z,2,0,202206
55,onset,5,47,48,1,1,-1,0,DRYCGT3,Synchronise,2022-06-04T04:00:00Z,2,0,202206
56,whole,5,47.125,49,1,1,-1.875,0,DRYCGT3,Synchronise,2022-06-05T04:15:00Z,2,0,202206
56,onset,5,47,49,1,1,-2,0,DRYCGT3,Synchronise,2022-06-05T04:15:00Z,2,0,202206
57,whole,5,47.8876404494382,47.3033707865169,1,1,0.584269662921351,0,DRYCGT3,Synchronise,2023-06-06T14:14:59Z,2,0,202306
57,onset,5,49,47.6666666666667,1,1,1.33333333333334,0,DRYCGT3,Synchronise,2023-06-06T14:14:59Z,2,0,202306
58,whole,6,47.7671232876712,47.9041095890411,1,1,-0.136986301369866,0,DRYCGT3,Synchronise,2023-06-15T16:45:00Z,2,0,202306
58,onset,6,48.75,49,1,1,-0.25,0,DRYCGT3,Synchronise,2023-06-15T16:45:00Z,2,0,202306
62,whole,8,0,80.2,1,1,-80.2,0,MINTARO,Synchronise,2023-03-22T23:00:00Z,3.16666666666667,0,202303
62,onset,8,0,80,1,1,-80,0,MINTARO,Synchronise,2023-03-22T23:00:00Z,3.16666666666667,0,202303
63,whole,7,0,81.8965517241379,1,1,-81.8965517241379,0,MINTARO,Synchronise,2023-03-23T23:00:00Z,4.66666666666667,0,202303
63,onset,7,0,81.5,1,1,-81.5,0,MINTARO,Synchronise,2023-03-23T23:00:00Z,4.66666666666667,0,202303
64,whole,7,0,86.25,1,1,-86.25,0,MINTARO,Synchronise,2023-03-24T15:30:00Z,2.16666666666667,0,202303
64,onset,7,0,89,1,1,-89,0,MINTARO,Synchronise,2023-03-24T15:30:00Z,2.16666666666667,0,202303
65,whole,8,0,83,1,1,-83,0,MINTARO,Synchronise,2023-03-25T05:59:59Z,3,0,202303
65,onset,8,0,83,1,1,-83,0,MINTARO,Synchronise,2023-03-25T05:59:59Z,3,0,202303
66,whole,7,0,84.5,1,1,-84.5,0,MINTARO,Synchronise,2023-03-29T00:30:00Z,3,0,202303
66,onset,7,0,83,1,1,-83,0,MINTARO,Synchronise,2023-03-29T00:30:00Z,3,0,202303
67,whole,7,0,84.1666666666667,1,1,-84.1666666666667,0,MINTARO,Synchronise,2023-03-29T23:00:00Z,3,0,202303
67,onset,7,0,84,1,1,-84,0,MINTARO,Synchronise,2023-03-29T23:00:00Z,3,0,202303
68,whole,7,0,83.8888888888889,1,1,-83.8888888888889,0,MINTARO,Synchronise,2023-03-31T00:30:00Z,3,0,202303
68,onset,7,0,83,1,1,-83,0,MINTARO,Synchronise,2023-03-31T00:30:00Z,3,0,202303
69,whole,5,83,81.1379310344828,1,1,1.86206896551724,0,MINTARO,Synchronise,2023-04-02T23:00:00Z,3,0,202304
69,onset,5,83,81,1,1,2,0,MINTARO,Synchronise,2023-04-02T23:00:00Z,3,0,202304
70,whole,5,83.1818181818182,79.4545454545455,1,1,3.72727272727273,0,MINTARO,Synchronise,2023-04-03T23:30:00Z,2.58333333333333,0,202304
70,onset,5,83,78.5,1,1,4.5,0,MINTARO,Synchronise,2023-04-03T23:30:00Z,2.58333333333333,0,202304
71,whole,6,83.1666666666667,79.4166666666667,1,1,3.75,0,MINTARO,Synchronise,2023-04-04T23:00:00Z,2.25,0,202304
71,onset,6,83,78,1,1,5,0,MINTARO,Synchronise,2023-04-04T23:00:00Z,2.25,0,202304
72,whole,16,85.7619047619048,87.6176470588236,1,1,-1.85574229691878,0,MINTARO,Synchronise,2023-04-06T17:00:00Z,2.16666666666667,0,202304
72,onset,6,89,88.5,1,1,0.5,0,MINTARO,Synchronise,2023-04-06T17:00:00Z,2.16666666666667,0,202304
73,whole,6,83.6428571428571,85.0714285714286,1,1,-1.42857142857143,0,MINTARO,Synchronise,2023-04-09T23:30:00Z,4,0,202304
73,onset,6,83,84,1,1,-1,0,MINTARO,Synchronise,2023-04-09T23:30:00Z,4,0,202304
74,whole,10,85.5666666666667,84.8,1,1,0.766666666666666,0,MINTARO,Synchronise,2023-04-10T23:00:00Z,4,0,202304
74,onset,6,83,81,1,1,2,0,MINTARO,Synchronise,2023-04-10T23:00:00Z,4,0,202304
75,whole,11,85.6551724137931,84.2068965517242,1,1,1.44827586206897,0,MINTARO,Synchronise,2023-04-13T23:30:00Z,3,0,202304
75,onset,5,83,80,1,1,3,0,MINTARO,Synchronise,2023-04-13T23:30:00Z,3,0,202304
76,whole,10,83.1818181818182,84.7272727272727,1,0.485714285714286,-1.54545454545455,-0.514285714285714,MINTARO,Remain,2023-04-17T23:30:00Z,2,0,202304
76,onset,10,83,84,1,1,-1,0,MINTARO,Remain,2023-04-17T23:30:00Z,2,0,202304
77,whole,8,83.0833333333333,86.6388888888889,1,0.587962962962963,-3.55555555555556,-0.412037037037037,MINTARO,Synchronise,2023-04-18T22:29:59Z,2.08333333333333,0,202304
77,onset,8,83.0833333333333,86,1,1,-2.91666666666667,0,MINTARO,Synchronise,2023-04-18T22:29:59Z,2.08333333333333,0,202304
78,whole,8,83.4096385542169,83.1084337349398,1,1,0.301204819277103,0,MINTARO,Synchronise,2023-04-21T23:00:00Z,4,0,202304
78,onset,8,83,81.5,1,1,1.5,0,MINTARO,Synchronise,2023-04-21T23:00:00Z,4,0,202304
79,whole,9,89,89,1,1,0,0,MINTARO,Synchronise,2023-04-22T14:59:59Z,2.25,0,202304
79,onset,9,89,89,1,1,0,0,MINTARO,Synchronise,2023-04-22T14:59:59Z,2.25,0,202304
80,whole,9,89,89,1,1,0,0,MINTARO,Synchronise,2023-04-22T16:15:00Z,2,0,202304
80,onset,9,89,89,1,1,0,0,MINTARO,Synchronise,2023-04-22T16:15:00Z,2,0,202304
82,whole,9,84.25,82.625,1,1,1.625,0,MINTARO,Synchronise,2023-04-22T18:30:00Z,2,0,202304
82,onset,9,87.5,85.5,1,1,2,0,MINTARO,Synchronise,2023-04-22T18:30:00Z,2,0,202304
83,whole,6,83.0769230769231,80.6,1,1,2.47692307692309,0,MINTARO,Synchronise,2023-04-23T23:00:00Z,3,0,202304
83,onset,6,83,80,1,1,3,0,MINTARO,Synchronise,2023-04-23T23:00:00Z,3,0,202304
84,whole,4,83.0833333333333,80.2083333333333,1,1,2.875,0,MINTARO,Synchronise,2023-04-24T22:29:59Z,3.08333333333333,0,202304
84,onset,4,83.0833333333333,79.5,1,1,3.58333333333333,0,MINTARO,Synchronise,2023-04-24T22:29:59Z,3.08333333333333,0,202304
85,whole,5,86.2820512820513,81.974358974359,1,1,4.30769230769231,0,MINTARO,Synchronise,2023-04-25T14:59:59Z,2.08333333333333,0,202304
85,onset,5,89,85,1,1,4,0,MINTARO,Synchronise,2023-04-25T14:59:59Z,2.08333333333333,0,202304
86,whole,12,87.5333333333333,85.6666666666667,1,1,1.86666666666666,0,MINTARO,Synchronise,2023-04-26T06:30:00Z,3,0,202304
86,onset,5,86,83,1,1,3,0,MINTARO,Synchronise,2023-04-26T06:30:00Z,3,0,202304
87,whole,11,83.3582089552239,82.7014925373134,1,1,0.656716417910459,0,MINTARO,Remain,2023-04-26T23:59:59Z,2.83333333333333,0,202304
87,onset,11,83,81.5,1,1,1.5,0,MINTARO,Remain,2023-04-26T23:59:59Z,2.83333333333333,0,202304
88,whole,6,88.1940298507463,71.1044776119403,1,1,17.089552238806,0,MINTARO,Synchronise,2023-04-27T14:59:59Z,3.08333333333333,0,202304
88,onset,6,89,30,1,1,59,0,MINTARO,Synchronise,2023-04-27T14:59:59Z,3.08333333333333,0,202304
89,whole,5,88.7538461538462,88.7384615384615,1,0.261538461538462,0.0153846153846189,-0.738461538461539,MINTARO,Synchronise,2023-05-02T14:00:00Z,2.16666666666667,0,202305
89,onset,5,89,89,1,1,0,0,MINTARO,Synchronise,2023-05-02T14:00:00Z,2.16666666666667,0,202305
90,whole,8,83.0925925925926,79.4814814814815,1,1,3.61111111111111,0,MINTARO,Remain,2023-05-02T23:59:59Z,1.91666666666667,0,202305
90,onset,8,83,53.3333333333333,1,1,29.6666666666667,0,MINTARO,Remain,2023-05-02T23:59:59Z,1.91666666666667,0,202305
91,whole,4,83.5230769230769,0,1,1,83.5230769230769,0,MINTARO,Synchronise,2023-05-06T00:30:00Z,2,0,202305
91,onset,4,83,0,1,1,83,0,MINTARO,Synchronise,2023-05-06T00:30:00Z,2,0,202305
92,whole,3,83.3333333333333,0,1,1,83.3333333333333,0,MINTARO,Synchronise,2023-05-06T23:30:00Z,2.5,0,202305
92,onset,3,83,0,1,1,83,0,MINTARO,Synchronise,2023-05-06T23:30:00Z,2.5,0,202305
93,whole,7,83.1645569620253,63.873417721519,1,1,19.2911392405063,0,MINTARO,Synchronise,2023-05-12T22:29:59Z,3.08333333333333,0,202305
93,onset,7,83.0833333333333,30,1,1,53.0833333333333,0,MINTARO,Synchronise,2023-05-12T22:29:59Z,3.08333333333333,0,202305
94,whole,8,85.3431952662722,85.0591715976331,1,1,0.284023668639051,0,MINTARO,Synchronise,2023-05-13T14:59:59Z,2.25,0,202305
94,onset,8,89,89,1,1,0,0,MINTARO,Synchronise,2023-05-13T14:59:59Z,2.25,0,202305
95,whole,5,83.1818181818182,83.7272727272727,1,1,-0.545454545454547,0,MINTARO,Synchronise,2023-05-14T23:30:00Z,5,0,202305
95,onset,5,83,81.5,1,1,1.5,0,MINTARO,Synchronise,2023-05-14T23:30:00Z,5,0,202305
96,whole,4,83.5230769230769,88.3538461538462,1,1,-4.83076923076922,0,MINTARO,Synchronise,2023-05-20T00:30:00Z,2,0,202305
96,onset,4,83,87.5,1,1,-4.5,0,MINTARO,Synchronise,2023-05-20T00:30:00Z,2,0,202305
97,whole,5,85.6538461538462,88.0769230769231,1,1,-2.42307692307692,0,MINTARO,Synchronise,2023-05-20T14:30:00Z,2,0,202305
97,onset,5,89,89,1,1,0,0,MINTARO,Synchronise,2023-05-20T14:30:00Z,2,0,202305
98,whole,28,87.6428571428571,30,1,1,57.6428571428571,0,MINTARO,Synchronise,2023-05-24T07:00:00Z,2,0,202305
98,onset,19,86.5,30,1,1,56.5,0,MINTARO,Synchronise,2023-05-24T07:00:00Z,2,0,202305
99,whole,7,83.6161616161616,88.9393939393939,1,1,-5.32323232323232,0,MINTARO,Synchronise,2023-05-26T22:29:59Z,2.25,0,202305
99,onset,7,83.0833333333333,88.5833333333333,1,1,-5.5,0,MINTARO,Synchronise,2023-05-26T22:29:59Z,2.25,0,202305
100,whole,22,88.6666666666667,88.5416666666667,1,1,0.125,0,MINTARO,Synchronise,2023-05-27T12:30:00Z,2.16666666666667,0,202305
100,onset,9,88.5,89,1,1,-0.5,0,MINTARO,Synchronise,2023-05-27T12:30:00Z,2.16666666666667,0,202305
101,whole,9,83.3333333333333,85.1666666666667,1,1,-1.83333333333334,0,MINTARO,Synchronise,2023-05-30T23:30:00Z,3.66666666666667,0,202305
101,onset,9,83,84,1,1,-1,0,MINTARO,Synchronise,2023-05-30T23:30:00Z,3.66666666666667,0,202305
102,whole,17,0,86.625,1,1,-86.625,0,MINTARO,Synchronise,2023-06-03T10:00:00Z,3.16666666666667,0,202306
102,onset,6,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-03T10:00:00Z,3.16666666666667,0,202306
103,whole,11,0,85.3,1,1,-85.3,0,MINTARO,Synchronise,2023-06-05T11:00:00Z,3.16666666666667,0,202306
103,onset,6,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-05T11:00:00Z,3.16666666666667,0,202306
104,whole,20,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-07T11:30:00Z,3.5,0,202306
104,onset,9,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-07T11:30:00Z,3.5,0,202306
105,whole,5,0,88.2,1,1,-88.2,0,MINTARO,Synchronise,2023-06-10T00:30:00Z,2.83333333333333,0,202306
105,onset,5,0,87,1,1,-87,0,MINTARO,Synchronise,2023-06-10T00:30:00Z,2.83333333333333,0,202306
106,whole,6,0,87.8375,1,1,-87.8375,0,MINTARO,Synchronise,2023-06-10T16:00:00Z,2.16666666666667,0,202306
106,onset,6,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-10T16:00:00Z,2.16666666666667,0,202306
107,whole,10,0,87.8085106382979,1,1,-87.8085106382979,0,MINTARO,Synchronise,2023-06-11T14:30:00Z,2,0,202306
107,onset,6,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-11T14:30:00Z,2,0,202306
108,whole,6,0,88.8955223880597,1,1,-88.8955223880597,0,MINTARO,Remain,2023-06-12T23:59:59Z,2.08333333333333,0,202306
108,onset,6,0,88.5,1,1,-88.5,0,MINTARO,Remain,2023-06-12T23:59:59Z,2.08333333333333,0,202306
109,whole,15,0,85,1,1,-85,0,MINTARO,Remain,2023-06-13T10:00:00Z,3,0,202306
109,onset,9,0,85,1,1,-85,0,MINTARO,Remain,2023-06-13T10:00:00Z,3,0,202306
110,whole,8,0,85,1,1,-85,0,MINTARO,Remain,2023-06-13T23:00:00Z,1.25,0,202306
110,onset,8,0,85,1,1,-85,0,MINTARO,Remain,2023-06-13T23:00:00Z,1.25,0,202306
111,whole,16,0,87.8901734104046,1,1,-87.8901734104046,0,MINTARO,Remain,2023-06-14T13:29:59Z,2.08333333333333,0,202306
111,onset,16,0,89,1,1,-89,0,MINTARO,Remain,2023-06-14T13:29:59Z,2.08333333333333,0,202306
112,whole,7,0,89,1,1,-89,0,MINTARO,Remain,2023-06-15T14:00:00Z,2,0,202306
112,onset,7,0,89,1,1,-89,0,MINTARO,Remain,2023-06-15T14:00:00Z,2,0,202306
113,whole,12,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-22T12:30:00Z,2,0,202306
113,onset,6,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-22T12:30:00Z,2,0,202306
114,whole,9,0,30,1,1,-30,0,MINTARO,Synchronise,2023-06-22T23:30:00Z,3,0,202306
114,onset,9,0,30,1,1,-30,0,MINTARO,Synchronise,2023-06-22T23:30:00Z,3,0,202306
115,whole,14,0,88.9783393501805,1,1,-88.9783393501805,0,MINTARO,Synchronise,2023-06-23T14:59:59Z,2.08333333333333,0,202306
115,onset,6,0,89,1,1,-89,0,MINTARO,Synchronise,2023-06-23T14:59:59Z,2.08333333333333,0,202306
116,whole,17,88.8958333333333,88.4255319148936,1,1,0.470301418439718,0,MINTARO,Synchronise,2023-07-04T14:30:00Z,2,1,202307
116,onset,5,89,89,1,1,0,0,MINTARO,Synchronise,2023-07-04T14:30:00Z,2,1,202307
117,whole,10,88.8841698841699,88.5598455598456,1,1,0.324324324324323,0,MINTARO,Synchronise,2023-07-12T16:29:59Z,2.08333333333333,1,202307
117,onset,5,89,89,1,1,0,0,MINTARO,Synchronise,2023-07-12T16:29:59Z,2.08333333333333,1,202307
118,whole,4,88.7966101694915,88.3898305084746,1,1,0.406779661016955,0,MINTARO,Synchronise,2023-07-15T23:30:00Z,3.16666666666667,1,202307
118,onset,4,88,88,1,1,0,0,MINTARO,Synchronise,2023-07-15T23:30:00Z,3.16666666666667,1,202307
119,whole,4,88.8955223880597,88.2537313432836,1,1,0.641791044776127,0,MINTARO,Synchronise,2023-07-16T23:59:59Z,2.25,1,202307
119,onset,4,88.4166666666667,87,1,1,1.41666666666667,0,MINTARO,Synchronise,2023-07-16T23:59:59Z,2.25,1,202307
120,whole,4,88.8089171974522,88.6178343949045,1,1,0.191082802547768,0,MINTARO,Synchronise,2023-07-17T16:29:59Z,2.41666666666667,1,202307
120,onset,4,89,89,1,1,0,0,MINTARO,Synchronise,2023-07-17T16:29:59Z,2.41666666666667,1,202307
121,whole,7,88.9310344827586,88.3448275862069,1,1,0.58620689655173,0,MINTARO,Synchronise,2023-07-18T23:30:00Z,2.16666666666667,1,202307
