duid,tech_label,yyyymm,gas_gj,diesel_gj,fuel_type,incr_hr,static_hr,vom_mwh,srmc_marginal,srmc_allin
MINTARO,OCGT (Mintaro),202308,10.8,41.5789473684211,gas,10,12.72,12,120,149.376
BARKIPS1,Recip. (Barker Inlet),202308,10.8,41.5789473684211,gas,7.9,7.9,8.51,93.83,93.83
DRYCGT1,OCGT (Dry Creek),202308,10.8,41.5789473684211,gas,10.97,13.69,8.1,126.576,155.952
DRYCGT2,OCGT (Dry Creek),202308,10.8,41.5789473684211,gas,10.97,13.69,8.1,126.576,155.952
DRYCGT3,OCGT (Dry Creek),202308,10.8,41.5789473684211,gas,10.97,13.69,8.1,126.576,155.952
QPS5,OCGT (Quarantine),202308,10.8,41.5789473684211,gas,8,10.71,8.1,94.5,123.768
TORRB1,Gas-steam (Torrens B),202309,10.8,41.5789473684211,gas,9.94,10.71,2.5,109.852,118.168
TORRB2,Gas-steam (Torrens B),202309,10.8,41.5789473684211,gas,9.94,10.71,2.5,109.852,118.168
TORRB3,Gas-steam (Torrens B),202309,10.8,41.5789473684211,gas,9.94,10.71,2.5,109.852,118.168
TORRB4,Gas-steam (Torrens B),202309,10.8,41.5789473684211,gas,9.94,10.71,2.5,109.852,118.168
PPCCGT,CCGT (Pelican Pt),202309,10.8,41.5789473684211,gas,7.35,7.35,4.1,83.48,83.48
OSB-AG,Cogen (Osborne),202309,10.8,41.5789473684211,gas,8.16,8.16,4.1,92.228,92.228
MINTARO,OCGT (Mintaro),202309,10.8,41.5789473684211,gas,10,12.72,12,120,149.376
BARKIPS1,Recip. (Barker Inlet),202309,10.8,41.5789473684211,gas,7.9,7.9,8.51,93.83,93.83
DRYCGT1,OCGT (Dry Creek),202309,10.8,41.5789473684211,gas,10.97,13.69,8.1,126.576,155.952
DRYCGT2,OCGT (Dry Creek),202309,10.8,41.5789473684211,gas,10.97,13.69,8.1,126.576,155.952
DRYCGT3,OCGT (Dry Creek),202309,10.8,41.5789473684211,gas,10.97,13.69,8.1,126.576,155.952
QPS5,OCGT (Quarantine),202309,10.8,41.5789473684211,gas,8,10.71,8.1,94.5,123.768
TORRB1,Gas-steam (Torrens B),202310,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB2,Gas-steam (Torrens B),202310,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB3,Gas-steam (Torrens B),202310,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB4,Gas-steam (Torrens B),202310,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
PPCCGT,CCGT (Pelican Pt),202310,11.23,40.7894736842105,gas,7.35,7.35,4.1,86.6405,86.6405
OSB-AG,Cogen (Osborne),202310,11.23,40.7894736842105,gas,8.16,8.16,4.1,95.7368,95.7368
MINTARO,OCGT (Mintaro),202310,11.23,40.7894736842105,gas,10,12.72,12,124.3,154.8456
BARKIPS1,Recip. (Barker Inlet),202310,11.23,40.7894736842105,gas,7.9,7.9,8.51,97.227,97.227
DRYCGT1,OCGT (Dry Creek),202310,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
DRYCGT2,OCGT (Dry Creek),202310,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
DRYCGT3,OCGT (Dry Creek),202310,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
QPS5,OCGT (Quarantine),202310,11.23,40.7894736842105,gas,8,10.71,8.1,97.94,128.3733
TORRB1,Gas-steam (Torrens B),202311,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB2,Gas-steam (Torrens B),202311,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB3,Gas-steam (Torrens B),202311,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB4,Gas-steam (Torrens B),202311,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
PPCCGT,CCGT (Pelican Pt),202311,11.23,40.7894736842105,gas,7.35,7.35,4.1,86.6405,86.6405
OSB-AG,Cogen (Osborne),202311,11.23,40.7894736842105,gas,8.16,8.16,4.1,95.7368,95.7368
MINTARO,OCGT (Mintaro),202311,11.23,40.7894736842105,gas,10,12.72,12,124.3,154.8456
BARKIPS1,Recip. (Barker Inlet),202311,11.23,40.7894736842105,gas,7.9,7.9,8.51,97.227,97.227
DRYCGT1,OCGT (Dry Creek),202311,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
DRYCGT2,OCGT (Dry Creek),202311,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
DRYCGT3,OCGT (Dry Creek),202311,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
QPS5,OCGT (Quarantine),202311,11.23,40.7894736842105,gas,8,10.71,8.1,97.94,128.3733
TORRB1,Gas-steam (Torrens B),202312,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB2,Gas-steam (Torrens B),202312,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB3,Gas-steam (Torrens B),202312,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
TORRB4,Gas-steam (Torrens B),202312,11.23,40.7894736842105,gas,9.94,10.71,2.5,114.1262,122.7733
PPCCGT,CCGT (Pelican Pt),202312,11.23,40.7894736842105,gas,7.35,7.35,4.1,86.6405,86.6405
OSB-AG,Cogen (Osborne),202312,11.23,40.7894736842105,gas,8.16,8.16,4.1,95.7368,95.7368
MINTARO,OCGT (Mintaro),202312,11.23,40.7894736842105,gas,10,12.72,12,124.3,154.8456
BARKIPS1,Recip. (Barker Inlet),202312,11.23,40.7894736842105,gas,7.9,7.9,8.51,97.227,97.227
DRYCGT1,OCGT (Dry Creek),202312,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
DRYCGT2,OCGT (Dry Creek),202312,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
DRYCGT3,OCGT (Dry Creek),202312,11.23,40.7894736842105,gas,10.97,13.69,8.1,131.2931,161.8387
QPS5,OCGT (Quarantine),202312,11.23,40.7894736842105,gas,8,10.71,8.1,97.94,128.3733
TORRB1,Gas-steam (Torrens B),202401,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB2,Gas-steam (Torrens B),202401,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB3,Gas-steam (Torrens B),202401,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB4,Gas-steam (Torrens B),202401,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
PPCCGT,CCGT (Pelican Pt),202401,11.65,40.7894736842105,gas,7.35,7.35,4.1,89.7275,89.7275
OSB-AG,Cogen (Osborne),202401,11.65,40.7894736842105,gas,8.16,8.16,4.1,99.164,99.164
MINTARO,OCGT (Mintaro),202401,11.65,40.7894736842105,gas,10,12.72,12,128.5,160.188
BARKIPS1,Recip. (Barker Inlet),202401,11.65,40.7894736842105,gas,7.9,7.9,8.51,100.545,100.545
DRYCGT1,OCGT (Dry Creek),202401,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
DRYCGT2,OCGT (Dry Creek),202401,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
DRYCGT3,OCGT (Dry Creek),202401,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
QPS5,OCGT (Quarantine),202401,11.65,40.7894736842105,gas,8,10.71,8.1,101.3,132.8715
TORRB1,Gas-steam (Torrens B),202402,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB2,Gas-steam (Torrens B),202402,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB3,Gas-steam (Torrens B),202402,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB4,Gas-steam (Torrens B),202402,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
PPCCGT,CCGT (Pelican Pt),202402,11.65,40.7894736842105,gas,7.35,7.35,4.1,89.7275,89.7275
OSB-AG,Cogen (Osborne),202402,11.65,40.7894736842105,gas,8.16,8.16,4.1,99.164,99.164
MINTARO,OCGT (Mintaro),202402,11.65,40.7894736842105,gas,10,12.72,12,128.5,160.188
BARKIPS1,Recip. (Barker Inlet),202402,11.65,40.7894736842105,gas,7.9,7.9,8.51,100.545,100.545
DRYCGT1,OCGT (Dry Creek),202402,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
DRYCGT2,OCGT (Dry Creek),202402,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
DRYCGT3,OCGT (Dry Creek),202402,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
QPS5,OCGT (Quarantine),202402,11.65,40.7894736842105,gas,8,10.71,8.1,101.3,132.8715
TORRB1,Gas-steam (Torrens B),202403,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB2,Gas-steam (Torrens B),202403,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB3,Gas-steam (Torrens B),202403,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
TORRB4,Gas-steam (Torrens B),202403,11.65,40.7894736842105,gas,9.94,10.71,2.5,118.301,127.2715
PPCCGT,CCGT (Pelican Pt),202403,11.65,40.7894736842105,gas,7.35,7.35,4.1,89.7275,89.7275
OSB-AG,Cogen (Osborne),202403,11.65,40.7894736842105,gas,8.16,8.16,4.1,99.164,99.164
MINTARO,OCGT (Mintaro),202403,11.65,40.7894736842105,gas,10,12.72,12,128.5,160.188
BARKIPS1,Recip. (Barker Inlet),202403,11.65,40.7894736842105,gas,7.9,7.9,8.51,100.545,100.545
DRYCGT1,OCGT (Dry Creek),202403,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
DRYCGT2,OCGT (Dry Creek),202403,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
DRYCGT3,OCGT (Dry Creek),202403,11.65,40.7894736842105,gas,10.97,13.69,8.1,135.9005,167.5885
QPS5,OCGT (Quarantine),202403,11.65,40.7894736842105,gas,8,10.71,8.1,101.3,132.8715
TORRB1,Gas-steam (Torrens B),202404,13.86,41.5789473684211,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB2,Gas-steam (Torrens B),202404,13.86,41.5789473684211,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB3,Gas-steam (Torrens B),202404,13.86,41.5789473684211,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB4,Gas-steam (Torrens B),202404,13.86,41.5789473684211,gas,9.94,10.71,2.5,140.2684,150.9406
PPCCGT,CCGT (Pelican Pt),202404,13.86,41.5789473684211,gas,7.35,7.35,4.1,105.971,105.971
OSB-AG,Cogen (Osborne),202404,13.86,41.5789473684211,gas,8.16,8.16,4.1,117.1976,117.1976
MINTARO,OCGT (Mintaro),202404,13.86,41.5789473684211,gas,10,12.72,12,150.6,188.2992
BARKIPS1,Recip. (Barker Inlet),202404,13.86,41.5789473684211,gas,7.9,7.9,8.51,118.004,118.004
DRYCGT1,OCGT (Dry Creek),202404,13.86,41.5789473684211,gas,10.97,13.69,8.1,160.1442,197.8434
DRYCGT2,OCGT (Dry Creek),202404,13.86,41.5789473684211,gas,10.97,13.69,8.1,160.1442,197.8434
DRYCGT3,OCGT (Dry Creek),202404,13.86,41.5789473684211,gas,10.97,13.69,8.1,160.1442,197.8434
QPS5,OCGT (Quarantine),202404,13.86,41.5789473684211,gas,8,10.71,8.1,118.98,156.5406
TORRB1,Gas-steam (Torrens B),202405,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB2,Gas-steam (Torrens B),202405,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB3,Gas-steam (Torrens B),202405,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB4,Gas-steam (Torrens B),202405,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
PPCCGT,CCGT (Pelican Pt),202405,13.86,42.1052631578947,gas,7.35,7.35,4.1,105.971,105.971
OSB-AG,Cogen (Osborne),202405,13.86,42.1052631578947,gas,8.16,8.16,4.1,117.1976,117.1976
MINTARO,OCGT (Mintaro),202405,13.86,42.1052631578947,gas,10,12.72,12,150.6,188.2992
BARKIPS1,Recip. (Barker Inlet),202405,13.86,42.1052631578947,gas,7.9,7.9,8.51,118.004,118.004
DRYCGT1,OCGT (Dry Creek),202405,13.86,42.1052631578947,gas,10.97,13.69,8.1,160.1442,197.8434
DRYCGT2,OCGT (Dry Creek),202405,13.86,42.1052631578947,gas,10.97,13.69,8.1,160.1442,197.8434
DRYCGT3,OCGT (Dry Creek),202405,13.86,42.1052631578947,gas,10.97,13.69,8.1,160.1442,197.8434
QPS5,OCGT (Quarantine),202405,13.86,42.1052631578947,gas,8,10.71,8.1,118.98,156.5406
TORRB1,Gas-steam (Torrens B),202406,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB2,Gas-steam (Torrens B),202406,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB3,Gas-steam (Torrens B),202406,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
TORRB4,Gas-steam (Torrens B),202406,13.86,42.1052631578947,gas,9.94,10.71,2.5,140.2684,150.9406
PPCCGT,CCGT (Pelican Pt),202406,13.86,42.1052631578947,gas,7.35,7.35,4.1,105.971,105.971
OSB-AG,Cogen (Osborne),202406,13.86,42.1052631578947,gas,8.16,8.16,4.1,117.1976,117.1976
MINTARO,OCGT (Mintaro),202406,13.86,42.1052631578947,gas,10,12.72,12,150.6,188.2992
BARKIPS1,Recip. (Barker Inlet),202406,13.86,42.1052631578947,gas,7.9,7.9,8.51,118.004,118.004
DRYCGT1,OCGT (Dry Creek),202406,13.86,42.1052631578947,gas,10.97,13.69,8.1,160.1442,197.8434
DRYCGT2,OCGT (Dry Creek),202406,13.86,42.1052631578947,gas,10.97,13.69,8.1,160.1442,197.8434
DRYCGT3,OCGT (Dry Creek),202406,13.86,42.1052631578947,gas,10.97,13.69,8.1,160.1442,197.8434
QPS5,OCGT (Quarantine),202406,13.86,42.1052631578947,gas,8,10.71,8.1,118.98,156.5406
TORRB1,Gas-steam (Torrens B),202407,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB2,Gas-steam (Torrens B),202407,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB3,Gas-steam (Torrens B),202407,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB4,Gas-steam (Torrens B),202407,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
PPCCGT,CCGT (Pelican Pt),202407,12.78,41.5789473684211,gas,7.35,7.35,4.1,98.033,98.033
OSB-AG,Cogen (Osborne),202407,12.78,41.5789473684211,gas,8.16,8.16,4.1,108.3848,108.3848
MINTARO,OCGT (Mintaro),202407,12.78,41.5789473684211,gas,10,12.72,12,139.8,174.5616
BARKIPS1,Recip. (Barker Inlet),202407,12.78,41.5789473684211,gas,7.9,7.9,8.51,109.472,109.472
DRYCGT1,OCGT (Dry Creek),202407,12.78,41.5789473684211,gas,10.97,13.69,8.1,148.2966,183.0582
DRYCGT2,OCGT (Dry Creek),202407,12.78,41.5789473684211,gas,10.97,13.69,8.1,148.2966,183.0582
DRYCGT3,OCGT (Dry Creek),202407,12.78,41.5789473684211,gas,10.97,13.69,8.1,148.2966,183.0582
QPS5,OCGT (Quarantine),202407,12.78,41.5789473684211,gas,8,10.71,8.1,110.34,144.9738
TORRB1,Gas-steam (Torrens B),202408,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB2,Gas-steam (Torrens B),202408,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB3,Gas-steam (Torrens B),202408,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB4,Gas-steam (Torrens B),202408,12.78,41.5789473684211,gas,9.94,10.71,2.5,129.5332,139.3738
PPCCGT,CCGT (Pelican Pt),202408,12.78,41.5789473684211,gas,7.35,7.35,4.1,98.033,98.033
OSB-AG,Cogen (Osborne),202408,12.78,41.5789473684211,gas,8.16,8.16,4.1,108.3848,108.3848
MINTARO,OCGT (Mintaro),202408,12.78,41.5789473684211,gas,10,12.72,12,139.8,174.5616
BARKIPS1,Recip. (Barker Inlet),202408,12.78,41.5789473684211,gas,7.9,7.9,8.51,109.472,109.472
DRYCGT1,OCGT (Dry Creek),202408,12.78,41.5789473684211,gas,10.97,13.69,8.1,148.2966,183.0582
DRYCGT2,OCGT (Dry Creek),202408,12.78,41.5789473684211,gas,10.97,13.69,8.1,148.2966,183.0582
DRYCGT3,OCGT (Dry Creek),202408,12.78,41.5789473684211,gas,10.97,13.69,8.1,148.2966,183.0582
QPS5,OCGT (Quarantine),202408,12.78,41.5789473684211,gas,8,10.71,8.1,110.34,144.9738
TORRB1,Gas-steam (Torrens B),202409,12.78,40.7894736842105,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB2,Gas-steam (Torrens B),202409,12.78,40.7894736842105,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB3,Gas-steam (Torrens B),202409,12.78,40.7894736842105,gas,9.94,10.71,2.5,129.5332,139.3738
TORRB4,Gas-steam (Torrens B),202409,12.78,40.7894736842105,gas,9.94,10.71,2.5,129.5332,139.3738
PPCCGT,CCGT (Pelican Pt),202409,12.78,40.7894736842105,gas,7.35,7.35,4.1,98.033,98.033
OSB-AG,Cogen (Osborne),202409,12.78,40.7894736842105,gas,8.16,8.16,4.1,108.3848,108.3848
MINTARO,OCGT (Mintaro),202409,12.78,40.7894736842105,gas,10,12.72,12,139.8,174.5616
BARKIPS1,Recip. (Barker Inlet),202409,12.78,40.7894736842105,gas,7.9,7.9,8.51,109.472,109.472
DRYCGT1,OCGT (Dry Creek),202409,12.78,40.7894736842105,gas,10.97,13.69,8.1,148.2966,183.0582
DRYCGT2,OCGT (Dry Creek),202409,12.78,40.7894736842105,gas,10.97,13.69,8.1,148.2966,183.0582
DRYCGT3,OCGT (Dry Creek),202409,12.78,40.7894736842105,gas,10.97,13.69,8.1,148.2966,183.0582
QPS5,OCGT (Quarantine),202409,12.78,40.7894736842105,gas,8,10.71,8.1,110.34,144.9738
TORRB1,Gas-steam (Torrens B),202410,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB2,Gas-steam (Torrens B),202410,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB3,Gas-steam (Torrens B),202410,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB4,Gas-steam (Torrens B),202410,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
PPCCGT,CCGT (Pelican Pt),202410,13.55,40.7894736842105,gas,7.35,7.35,4.1,103.6925,103.6925
OSB-AG,Cogen (Osborne),202410,13.55,40.7894736842105,gas,8.16,8.16,4.1,114.668,114.668
MINTARO,OCGT (Mintaro),202410,13.55,40.7894736842105,gas,10,12.72,12,147.5,184.356
BARKIPS1,Recip. (Barker Inlet),202410,13.55,40.7894736842105,gas,7.9,7.9,8.51,115.555,115.555
DRYCGT1,OCGT (Dry Creek),202410,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
DRYCGT2,OCGT (Dry Creek),202410,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
DRYCGT3,OCGT (Dry Creek),202410,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
QPS5,OCGT (Quarantine),202410,13.55,40.7894736842105,gas,8,10.71,8.1,116.5,153.2205
TORRB1,Gas-steam (Torrens B),202411,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB2,Gas-steam (Torrens B),202411,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB3,Gas-steam (Torrens B),202411,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB4,Gas-steam (Torrens B),202411,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
PPCCGT,CCGT (Pelican Pt),202411,13.55,40.7894736842105,gas,7.35,7.35,4.1,103.6925,103.6925
OSB-AG,Cogen (Osborne),202411,13.55,40.7894736842105,gas,8.16,8.16,4.1,114.668,114.668
MINTARO,OCGT (Mintaro),202411,13.55,40.7894736842105,gas,10,12.72,12,147.5,184.356
BARKIPS1,Recip. (Barker Inlet),202411,13.55,40.7894736842105,gas,7.9,7.9,8.51,115.555,115.555
DRYCGT1,OCGT (Dry Creek),202411,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
DRYCGT2,OCGT (Dry Creek),202411,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
DRYCGT3,OCGT (Dry Creek),202411,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
QPS5,OCGT (Quarantine),202411,13.55,40.7894736842105,gas,8,10.71,8.1,116.5,153.2205
TORRB1,Gas-steam (Torrens B),202412,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB2,Gas-steam (Torrens B),202412,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB3,Gas-steam (Torrens B),202412,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
TORRB4,Gas-steam (Torrens B),202412,13.55,40.7894736842105,gas,9.94,10.71,2.5,137.187,147.6205
PPCCGT,CCGT (Pelican Pt),202412,13.55,40.7894736842105,gas,7.35,7.35,4.1,103.6925,103.6925
OSB-AG,Cogen (Osborne),202412,13.55,40.7894736842105,gas,8.16,8.16,4.1,114.668,114.668
MINTARO,OCGT (Mintaro),202412,13.55,40.7894736842105,gas,10,12.72,12,147.5,184.356
BARKIPS1,Recip. (Barker Inlet),202412,13.55,40.7894736842105,gas,7.9,7.9,8.51,115.555,115.555
DRYCGT1,OCGT (Dry Creek),202412,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
DRYCGT2,OCGT (Dry Creek),202412,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
DRYCGT3,OCGT (Dry Creek),202412,13.55,40.7894736842105,gas,10.97,13.69,8.1,156.7435,193.5995
QPS5,OCGT (Quarantine),202412,13.55,40.7894736842105,gas,8,10.71,8.1,116.5,153.2205
