eid,station,reason2,yr,n_int,hit_issue,hit_any,frac_piv,hit_any_ex
1381,torrens_island_b,voltage,2024,180,1,1,0.438888888888889,0
1382,torrens_island_b,voltage,2024,468,1,1,0.987179487179487,0
1383,torrens_island_b,voltage,2024,1044,1,1,0.879310344827586,0
1384,mintaro,voltage,2024,342,1,1,0.652046783625731,0
1385,torrens_island_b,voltage,2024,133,1,1,0.12781954887218,0
1386,torrens_island_b,voltage,2024,1913,1,1,0.941453214845792,0
1387,torrens_island_b,voltage,2024,493,1,1,0.997971602434077,0
1388,torrens_island_b,voltage,2024,1188,1,1,0.906565656565657,0
1389,bips,voltage,2024,7,0,0,0,0
1390,torrens_island_b,voltage,2024,192,1,1,0.546875,0
1391,torrens_island_b,voltage,2024,54,0,1,0.0555555555555556,0
1392,torrens_island_b,voltage,2024,479,1,1,0.991649269311065,0
1393,torrens_island_b,voltage,2024,1150,1,1,0.562608695652174,1
1394,torrens_island_b,voltage,2024,466,1,1,0.991416309012876,0
1395,torrens_island_b,voltage,2024,1138,1,1,0.568541300527241,1
1396,torrens_island_b,voltage,2024,95,0,0,0,0
1397,torrens_island_b,voltage,2024,653,1,1,0.534456355283308,0
1398,torrens_island_b,voltage,2024,396,1,1,0.722222222222222,0
1399,torrens_island_b,voltage,2024,720,1,1,0.861111111111111,0
1400,torrens_island_b,voltage,2024,731,1,1,0.831737346101231,0
1401,torrens_island_b,voltage,2024,90,0,1,0.0555555555555556,0
1402,torrens_island_b,voltage,2024,102,0,1,0.117647058823529,0
1403,torrens_island_b,voltage,2024,1314,1,1,0.601978691019787,0
1404,torrens_island_b,voltage,2024,733,1,1,0.701227830832196,0
1405,mintaro,voltage,2024,83,0,0,0,0
1406,torrens_island_b,voltage,2024,486,0,1,0.617283950617284,0
1407,bips,voltage,2024,14,0,0,0,0
1408,torrens_island_b,voltage,2024,78,0,0,0,0
1409,torrens_island_b,voltage,2024,103,0,0,0,0
1410,pelican_point_gt,voltage,2024,110,0,1,0.0909090909090909,0
1411,torrens_island_b,voltage,2024,360,1,1,0.658333333333333,0
1412,torrens_island_b,voltage,2024,216,1,1,0.981481481481481,0
1413,quarantine_5,voltage,2024,144,1,1,0.173611111111111,0
1414,torrens_island_b,voltage,2024,185,1,1,0.702702702702703,0
1415,torrens_island_b,voltage,2024,948,0,1,0.759493670886076,1
1416,torrens_island_b,voltage,2024,401,1,1,0.86284289276808,0
1417,mintaro,voltage,2024,96,0,0,0,0
1418,torrens_island_b,voltage,2024,90,0,0,0,0
1419,torrens_island_b,voltage,2024,79,0,0,0,0
1420,torrens_island_b,voltage,2024,96,0,1,0.416666666666667,0
1421,torrens_island_b,voltage,2024,96,0,1,0.416666666666667,0
1422,torrens_island_b,voltage,2024,1644,1,1,0.702554744525548,1
1423,torrens_island_b,voltage,2024,1939,1,1,0.704486848891181,1
1424,mintaro,voltage,2024,209,1,1,0.430622009569378,0
1425,torrens_island_b,voltage,2024,360,1,1,0.877777777777778,0
1426,torrens_island_b,voltage,2024,378,1,1,0.883597883597884,0
1427,torrens_island_b,voltage,2024,588,1,1,0.894557823129252,0
1428,torrens_island_b,voltage,2024,120,1,1,1,0
1429,torrens_island_b,voltage,2024,492,1,1,0.873983739837398,0
1430,mintaro,voltage,2024,655,1,1,0.816793893129771,0
1431,torrens_island_b,voltage,2024,366,1,1,1,0
1432,torrens_island_b,voltage,2024,402,1,1,0.559701492537313,1
1433,torrens_island_b,voltage,2024,3,1,1,1,0
1434,pelican_point_gt,voltage,2024,49,0,1,0.326530612244898,0
1435,torrens_island_b,voltage,2024,54,0,1,0.555555555555556,0
1436,torrens_island_b,voltage,2024,1235,0,1,0.85668016194332,1
1437,mintaro,voltage,2024,432,1,1,0.722222222222222,0
1438,torrens_island_b,voltage,2024,617,1,1,0.790923824959481,0
1439,torrens_island_b,voltage,2024,167,1,1,0.311377245508982,1
1440,torrens_island_b,voltage,2024,174,1,1,0.298850574712644,1
1441,torrens_island_b,voltage,2024,135,1,1,0.948148148148148,0
1442,torrens_island_b,voltage,2024,648,1,1,0.692901234567901,0
1443,torrens_island_b,voltage,2024,132,1,1,0.537878787878788,0
1444,pelican_point_gt,voltage,2024,18,0,0,0,0
1445,mintaro,voltage,2024,61,0,0,0,0
1446,torrens_island_b,voltage,2024,234,1,1,0.452991452991453,0
1447,torrens_island_b,voltage,2024,770,1,1,0.628571428571429,0
1448,pelican_point_gt,voltage,2024,14,0,0,0,0
1449,mintaro,voltage,2024,369,1,1,0.628726287262873,0
1450,torrens_island_b,voltage,2024,310,0,1,0.37741935483871,0
1451,mintaro,voltage,2024,121,0,0,0,0
1452,mintaro,voltage,2024,119,0,0,0,0
1453,torrens_island_b,voltage,2024,1632,1,1,0.393995098039216,0
1454,mintaro,voltage,2024,133,1,1,0.0977443609022556,0
1455,mintaro,voltage,2024,731,0,0,0,0
1456,torrens_island_b,voltage,2024,96,0,1,0.0520833333333333,0
1457,torrens_island_b,voltage,2024,396,1,1,0.535353535353535,1
1458,torrens_island_b,voltage,2024,175,1,1,0.348571428571429,0
1459,mintaro,voltage,2024,36,0,0,0,0
1460,torrens_island_b,voltage,2024,119,0,1,0.638655462184874,0
1461,torrens_island_b,voltage,2024,113,0,1,0.672566371681416,0
1462,bips,voltage,2024,12,0,0,0,0
1463,mintaro,voltage,2024,216,1,1,0.0833333333333333,0
1464,torrens_island_b,voltage,2024,1056,1,1,0.366477272727273,1
1465,mintaro,voltage,2024,72,0,0,0,0
1466,mintaro,voltage,2024,202,1,1,0.658415841584159,0
1467,mintaro,voltage,2024,54,0,0,0,0
1468,mintaro,voltage,2024,90,0,0,0,0
1469,mintaro,voltage,2024,72,0,0,0,0
1470,torrens_island_b,voltage,2024,108,1,1,0.0555555555555556,0
1471,torrens_island_b,voltage,2024,198,1,1,0.393939393939394,0
1472,torrens_island_b,voltage,2024,108,0,0,0,0
1473,torrens_island_b,voltage,2024,115,0,0,0,0
1474,torrens_island_b,voltage,2024,90,1,1,0.0111111111111111,0
1475,torrens_island_b,voltage,2024,102,0,1,0.225490196078431,0
1476,torrens_island_b,voltage,2024,211,1,1,0.71563981042654,0
1477,torrens_island_b,voltage,2024,1596,1,1,0.772556390977444,0
1478,mintaro,voltage,2024,499,1,1,0.759519038076152,0
1479,torrens_island_b,voltage,2024,642,1,1,0.771028037383178,0
1480,torrens_island_b,voltage,2024,204,1,1,0.411764705882353,0
1481,torrens_island_b,voltage,2024,211,1,1,0.431279620853081,0
1482,torrens_island_b,voltage,2024,72,0,0,0,0
1483,torrens_island_b,voltage,2024,79,0,0,0,0
1484,torrens_island_b,voltage,2024,403,1,1,0.722084367245658,0
1485,torrens_island_b,voltage,2024,13,0,0,0,0
1486,torrens_island_b,voltage,2024,738,1,1,0.880758807588076,0
1487,torrens_island_b,voltage,2024,738,1,1,0.872628726287263,0
1488,torrens_island_b,voltage,2024,1230,1,1,0.960162601626016,0
1489,mintaro,voltage,2024,234,1,1,0.487179487179487,0
1490,torrens_island_b,voltage,2024,1015,1,1,0.954679802955665,0
1491,torrens_island_b,voltage,2024,1921,1,1,0.959396147839667,0
1492,pelican_point_gt,voltage,2024,180,1,1,0.716666666666667,0
1493,pelican_point_gt,voltage,2024,565,1,1,1,0
1494,pelican_point_gt,voltage,2024,191,1,1,1,0
1495,pelican_point_gt,voltage,2024,126,1,1,1,0
1496,pelican_point_gt,voltage,2024,113,1,1,1,0
1497,pelican_point_gt,voltage,2024,72,1,1,1,0
