SETTLEMENTDATE,d_t,n_obs
2023-09-26T14:05:00Z,213.1745,105771
2023-09-27T14:05:00Z,212.103,105771
2023-09-28T14:05:00Z,211.88772,105771
2023-09-29T14:05:00Z,210.83895,105771
2023-09-30T14:05:00Z,210.67887,105771
2023-10-01T14:05:00Z,210.44,105771
2023-10-02T14:05:00Z,210.44,105771
2023-10-03T14:05:00Z,209.73044,105771
2023-10-04T14:05:00Z,209.44,105771
2023-10-05T14:05:00Z,208.87425,105771
2023-10-06T14:05:00Z,207.39217,105771
2023-10-07T14:05:00Z,206.71231,105771
2023-10-08T14:05:00Z,204.31361,105771
2023-10-09T14:05:00Z,200.90429,105771
2023-10-10T14:05:00Z,199.17648,105771
2023-10-11T14:05:00Z,199.12277,105771
2023-10-12T14:05:00Z,196.39958,105771
2023-10-13T14:05:00Z,194.91075,105771
2023-10-14T14:05:00Z,194.36483,105771
2023-10-15T14:05:00Z,192.44,105771
2023-10-16T14:05:00Z,191.29244,105771
2023-10-17T14:05:00Z,190.58716,105771
2023-10-18T14:05:00Z,190.44,105771
2023-10-19T14:05:00Z,190.44,105771
2023-10-20T14:05:00Z,190.44,105771
2023-10-21T14:05:00Z,190.42,105771
2023-10-22T14:05:00Z,190.42,105771
2023-10-23T14:05:00Z,190.42,105771
2023-10-24T14:05:00Z,190.42,105771
2023-10-25T14:05:00Z,190.42,105771
2023-10-26T14:05:00Z,189.93742,105771
2023-10-27T14:05:00Z,190.1222,105771
2023-10-28T14:05:00Z,190.1222,105771
2023-10-29T14:05:00Z,189.79501,105771
2023-10-30T14:05:00Z,189.78286,105771
2023-10-31T14:05:00Z,189.49735,105771
2023-11-01T14:05:00Z,189.58669,105771
2023-11-02T14:05:00Z,189.65875,105771
2023-11-03T14:05:00Z,188.61449,105771
2023-11-04T14:05:00Z,188.0454,105771
2023-11-05T14:05:00Z,187.99045,105771
2023-11-06T14:05:00Z,187.83015,105771
2023-11-07T14:05:00Z,187.67826,105771
2023-11-08T14:05:00Z,187.99045,105771
2023-11-09T14:05:00Z,188.57069,105771
2023-11-10T14:05:00Z,188.82627,105771
2023-11-11T14:05:00Z,188.76261,105771
2023-11-12T14:05:00Z,187.96548,105771
2023-11-13T14:05:00Z,187.67038,105771
2023-11-14T14:05:00Z,187.84263,105771
2023-11-15T14:05:00Z,186.036,105675
2023-11-16T14:05:00Z,184.089714,105675
2023-11-17T14:05:00Z,183.446496,105564
2023-11-18T14:05:00Z,183.67976,105377
2023-11-19T14:05:00Z,183.900465,105150
2023-11-20T14:05:00Z,184.056498,105150
2023-11-21T14:05:00Z,184.056498,105150
2023-11-22T14:05:00Z,183.13,105150
2023-11-23T14:05:00Z,182,105150
2023-11-24T14:05:00Z,181.701998,105150
2023-11-25T14:05:00Z,181.028851,105150
2023-11-26T14:05:00Z,181.028851,105150
2023-11-27T14:05:00Z,181.028851,105150
2023-11-28T14:05:00Z,181.005264,105150
2023-11-29T14:05:00Z,180.649455,105150
2023-11-30T14:05:00Z,180.496961,105150
2023-12-01T14:05:00Z,180.492816,105150
2023-12-02T14:05:00Z,180.184819,105150
2023-12-03T14:05:00Z,179.702368,105150
2023-12-04T14:05:00Z,179.461445,105150
2023-12-05T14:05:00Z,179.38211,105150
2023-12-06T14:05:00Z,179.057864,105150
2023-12-07T14:05:00Z,179.212932,105150
2023-12-08T14:05:00Z,179.505524,105150
2023-12-09T14:05:00Z,179.440881,105150
2023-12-10T14:05:00Z,179.440881,105150
2023-12-11T14:05:00Z,179.696028,105150
2023-12-12T14:05:00Z,179.819669,105150
2023-12-13T14:05:00Z,179.881064,105150
2023-12-14T14:05:00Z,179.967002,105150
2023-12-15T14:05:00Z,179.967002,105150
2023-12-16T14:05:00Z,179.967002,105150
2023-12-17T14:05:00Z,180.015007,105150
2023-12-18T14:05:00Z,180.061756,105150
2023-12-19T14:05:00Z,180.025787,105150
2023-12-20T14:05:00Z,179.967002,105150
2023-12-21T14:05:00Z,179.917632,105150
2023-12-22T14:05:00Z,179.954938,105150
2023-12-23T14:05:00Z,180.044571,105150
2023-12-24T14:05:00Z,179.892383,105150
2023-12-25T14:05:00Z,179.885895,105150
2023-12-26T14:05:00Z,179.817086,105150
2023-12-27T14:05:00Z,179.858839,105150
2023-12-28T14:05:00Z,179.857633,105150
2023-12-29T14:05:00Z,179.857633,105150
2023-12-30T14:05:00Z,179.858839,105150
2023-12-31T14:05:00Z,179.857633,105150
2024-01-01T14:05:00Z,179.857633,105150
2024-01-02T14:05:00Z,179.857633,105150
2024-01-03T14:05:00Z,179.857633,105150
2024-01-04T14:05:00Z,179.857633,105150
2024-01-05T14:05:00Z,179.857633,105150
2024-01-06T14:05:00Z,180.071254,105150
2024-01-07T14:05:00Z,179.38329,105150
2024-01-08T14:05:00Z,179.017586,105150
2024-01-09T14:05:00Z,179.057864,105150
2024-01-10T14:05:00Z,179.080572,105150
2024-01-11T14:05:00Z,178.79582,105150
2024-01-12T14:05:00Z,178.740624,105150
2024-01-13T14:05:00Z,178.573114,105150
2024-01-14T14:05:00Z,178.463267,105150
2024-01-15T14:05:00Z,178.54827,105150
2024-01-16T14:05:00Z,178.510147,105150
2024-01-17T14:05:00Z,178.463267,105150
2024-01-18T14:05:00Z,178.452898,105150
2024-01-19T14:05:00Z,178.477658,105150
2024-01-20T14:05:00Z,178.477658,105150
2024-01-21T14:05:00Z,178.477658,105150
2024-01-22T14:05:00Z,178.510147,105150
2024-01-23T14:05:00Z,178.6905,105150
2024-01-24T14:05:00Z,178.922588,105150
2024-01-25T14:05:00Z,179.658104,105150
2024-01-26T14:05:00Z,179.637093,105150
2024-01-27T14:05:00Z,178.962851,105150
2024-01-28T14:05:00Z,178.90308,105150
2024-01-29T14:05:00Z,178.90308,105150
2024-01-30T14:05:00Z,178.90308,105150
2024-01-31T14:05:00Z,178.90308,105150
2024-02-01T14:05:00Z,178.812793,105150
2024-02-02T14:05:00Z,178.829257,105150
2024-02-03T14:05:00Z,179.227239,105120
2024-02-04T14:05:00Z,179.665063,105120
2024-02-05T14:05:00Z,179.665063,105120
2024-02-06T14:05:00Z,179.665063,105120
2024-02-07T14:05:00Z,179.665063,105120
2024-02-08T14:05:00Z,179.554913,105120
2024-02-09T14:05:00Z,178.962851,105120
2024-02-10T14:05:00Z,178.840556,105120
2024-02-11T14:05:00Z,178.868565,105120
2024-02-12T14:05:00Z,179.308687,105120
2024-02-13T14:05:00Z,179.505524,105120
2024-02-14T14:05:00Z,179.658104,105120
2024-02-15T14:05:00Z,179.119686,105120
2024-02-16T14:05:00Z,178.417733,105120
2024-02-17T14:05:00Z,178.405907,105120
2024-02-18T14:05:00Z,178.399438,105120
2024-02-19T14:05:00Z,178.275672,105120
2024-02-20T14:05:00Z,178.452898,105120
2024-02-21T14:05:00Z,178.806562,105120
2024-02-22T14:05:00Z,178.464365,105120
2024-02-23T14:05:00Z,177.77,105120
2024-02-24T14:05:00Z,177.77,105120
2024-02-25T14:05:00Z,177.77,105120
2024-02-26T14:05:00Z,177.77,105120
2024-02-27T14:05:00Z,177.989584,105120
2024-02-28T14:05:00Z,177.989584,105120
2024-02-29T14:05:00Z,178.361033,105120
2024-03-01T14:05:00Z,178.402449,105120
2024-03-02T14:05:00Z,178.405907,105120
2024-03-03T14:05:00Z,178.405907,105120
2024-03-04T14:05:00Z,178.452898,105120
2024-03-05T14:05:00Z,178.399438,105120
2024-03-06T14:05:00Z,178.402449,105120
2024-03-07T14:05:00Z,178.402449,105120
2024-03-08T14:05:00Z,178.658197,105120
2024-03-09T14:05:00Z,178.705348,105120
2024-03-10T14:05:00Z,179.017586,105120
2024-03-11T14:05:00Z,179.38329,105120
2024-03-12T14:05:00Z,179.5796,105120
2024-03-13T14:05:00Z,179.394641,105120
2024-03-14T14:05:00Z,179.123574,105120
2024-03-15T14:05:00Z,179.057864,105120
2024-03-16T14:05:00Z,178.417733,105120
2024-03-17T14:05:00Z,178.405907,105120
2024-03-18T14:05:00Z,178.405907,105120
2024-03-19T14:05:00Z,178.452898,105120
2024-03-20T14:05:00Z,178.175157,105120
2024-03-21T14:05:00Z,178.034381,105120
2024-03-22T14:05:00Z,178.051331,105120
2024-03-23T14:05:00Z,178.051331,105120
2024-03-24T14:05:00Z,178.051331,105120
2024-03-25T14:05:00Z,177.988353,105120
2024-03-26T14:05:00Z,177.77,105120
2024-03-27T14:05:00Z,177.77,105120
2024-03-28T14:05:00Z,177.77,105120
2024-03-29T14:05:00Z,177.77,105120
2024-03-30T14:05:00Z,177.77,105120
2024-03-31T14:05:00Z,177.77,105120
2024-04-01T14:05:00Z,177.77,105120
2024-04-02T14:05:00Z,177.77,105120
2024-04-03T14:05:00Z,177.77,105120
2024-04-04T14:05:00Z,177.77,105120
2024-04-05T14:05:00Z,177.77,105120
2024-04-06T14:05:00Z,177.77,105120
2024-04-07T14:05:00Z,177.77,105120
2024-04-08T14:05:00Z,177.77,105120
2024-04-09T14:05:00Z,177.77,105120
2024-04-10T14:05:00Z,177.77,105120
2024-04-11T14:05:00Z,177.77,105120
2024-04-12T14:05:00Z,177.77,105120
2024-04-13T14:05:00Z,177.77,105120
2024-04-14T14:05:00Z,177.77,105120
2024-04-15T14:05:00Z,178.548786,105120
2024-04-16T14:05:00Z,178.511066,105120
2024-04-17T14:05:00Z,178.09194,105120
2024-04-18T14:05:00Z,177.77,105120
2024-04-19T14:05:00Z,177.77,105120
2024-04-20T14:05:00Z,177.77,105120
2024-04-21T14:05:00Z,177.77,105120
2024-04-22T14:05:00Z,177.77,105120
2024-04-23T14:05:00Z,177.77,105120
2024-04-24T14:05:00Z,177.77,105120
2024-04-25T14:05:00Z,177.77,105120
2024-04-26T14:05:00Z,177.77,105120
2024-04-27T14:05:00Z,177.77,105120
2024-04-28T14:05:00Z,177.77,105120
2024-04-29T14:05:00Z,176.854606,105120
2024-04-30T14:05:00Z,175.99,105120
2024-05-01T14:05:00Z,175.98014,105120
2024-05-02T14:05:00Z,175.98,105120
2024-05-03T14:05:00Z,175.98,105120
2024-05-04T14:05:00Z,175.98,105120
2024-05-05T14:05:00Z,175.97,105120
2024-05-06T14:05:00Z,175.97,105120
2024-05-07T14:05:00Z,175.97,105120
2024-05-08T14:05:00Z,175.97,105120
2024-05-09T14:05:00Z,175.97,105120
2024-05-10T14:05:00Z,175.97,105120
2024-05-11T14:05:00Z,175.97,105120
2024-05-12T14:05:00Z,175.97,105120
2024-05-13T14:05:00Z,175.97,105120
2024-05-14T14:05:00Z,175.97,105120
2024-05-15T14:05:00Z,175.97,105120
2024-05-16T14:05:00Z,175.97,105120
2024-05-17T14:05:00Z,175.94,105120
2024-05-18T14:05:00Z,174.926193,105120
2024-05-19T14:05:00Z,174.84,105120
2024-05-20T14:05:00Z,174.84,105120
2024-05-21T14:05:00Z,174.84,105120
2024-05-22T14:05:00Z,174.84,105120
2024-05-23T14:05:00Z,175.93,105120
2024-05-24T14:05:00Z,175.94,105120
2024-05-25T14:05:00Z,175.97,105120
2024-05-26T14:05:00Z,175.97,105120
2024-05-27T14:05:00Z,175.97,105120
2024-05-28T14:05:00Z,175.97,105120
2024-05-29T14:05:00Z,175.97,105120
2024-05-30T14:05:00Z,175.94,105120
2024-05-31T14:05:00Z,175.94,105120
2024-06-01T14:05:00Z,175.93,105120
2024-06-02T14:05:00Z,175.94,105120
2024-06-03T14:05:00Z,175.97,105120
2024-06-04T14:05:00Z,175.97,105120
2024-06-05T14:05:00Z,175.97,105120
2024-06-06T14:05:00Z,175.98,105120
2024-06-07T14:05:00Z,175.98,105120
2024-06-08T14:05:00Z,175.98,105120
2024-06-09T14:05:00Z,175.98,105120
2024-06-10T14:05:00Z,175.98,105120
2024-06-11T14:05:00Z,175.98,105120
2024-06-12T14:05:00Z,175.98,105120
2024-06-13T14:05:00Z,177.77,105120
2024-06-14T14:05:00Z,177.77,105120
2024-06-15T14:05:00Z,177.77,105120
2024-06-16T14:05:00Z,177.77,105120
2024-06-17T14:05:00Z,177.77,105120
2024-06-18T14:05:00Z,179.881064,105120
2024-06-19T14:05:00Z,181.518429,105120
2024-06-20T14:05:00Z,185.843133,105120
2024-06-21T14:05:00Z,190.42,105120
2024-06-22T14:05:00Z,191.600152,105120
2024-06-23T14:05:00Z,193.584427,105120
2024-06-24T14:05:00Z,195.44,105120
2024-06-25T14:05:00Z,194.244289,105120
2024-06-26T14:05:00Z,192.230709,105120
2024-06-27T14:05:00Z,190.44,105120
2024-06-28T14:05:00Z,190.42,105120
2024-06-29T14:05:00Z,190.42,105120
2024-06-30T14:05:00Z,190.598385,105120
2024-07-01T14:05:00Z,194.768476,105120
2024-07-02T14:05:00Z,195.44,105120
2024-07-03T14:05:00Z,196.35954,105120
2024-07-04T14:05:00Z,198.594558,105120
2024-07-05T14:05:00Z,199.801394,105120
2024-07-06T14:05:00Z,200.384358,105120
2024-07-07T14:05:00Z,202.043247,105120
2024-07-08T14:05:00Z,205.319964,105120
2024-07-09T14:05:00Z,207.400229,105120
2024-07-10T14:05:00Z,207.934771,105120
2024-07-11T14:05:00Z,208.717126,105120
2024-07-12T14:05:00Z,211.815496,105120
2024-07-13T14:05:00Z,213.987236,105120
2024-07-14T14:05:00Z,215.854631,105120
2024-07-15T14:05:00Z,215.965026,105120
2024-07-16T14:05:00Z,215.316769,105120
2024-07-17T14:05:00Z,215.316769,105120
2024-07-18T14:05:00Z,217.731663,105120
2024-07-19T14:05:00Z,217.935872,105120
2024-07-20T14:05:00Z,217.333279,105120
2024-07-21T14:05:00Z,217.231339,105120
2024-07-22T14:05:00Z,217.048363,105120
2024-07-23T14:05:00Z,216.426789,105120
2024-07-24T14:05:00Z,215.789113,105120
2024-07-25T14:05:00Z,216.042503,105120
2024-07-26T14:05:00Z,216.020675,105120
2024-07-27T14:05:00Z,215.959385,105120
2024-07-28T14:05:00Z,218.553562,105120
2024-07-29T14:05:00Z,220.44,105120
2024-07-30T14:05:00Z,221.376602,105120
2024-07-31T14:05:00Z,220.724496,105120
2024-08-01T14:05:00Z,221.44,105120
2024-08-02T14:05:00Z,223.002863000001,105120
2024-08-03T14:05:00Z,223.44,105120
2024-08-04T14:05:00Z,224.526538,105120
2024-08-05T14:05:00Z,226.42,105120
2024-08-06T14:05:00Z,226.6712,105120
2024-08-07T14:05:00Z,227.40466,105120
2024-08-08T14:05:00Z,227.425763,105120
2024-08-09T14:05:00Z,227.608063,105120
2024-08-10T14:05:00Z,226.44,105120
2024-08-11T14:05:00Z,226.013224,105120
2024-08-12T14:05:00Z,224.507503,105120
2024-08-13T14:05:00Z,223.44,105120
2024-08-14T14:05:00Z,222.874794,105120
2024-08-15T14:05:00Z,221.896944,105120
2024-08-16T14:05:00Z,221.696999,105120
2024-08-17T14:05:00Z,221.733752,105120
2024-08-18T14:05:00Z,222.518724,105120
2024-08-19T14:05:00Z,221.997378,105120
2024-08-20T14:05:00Z,221.937961,105120
2024-08-21T14:05:00Z,221.612969,105120
2024-08-22T14:05:00Z,221.44,105120
2024-08-23T14:05:00Z,221.414802,105120
2024-08-24T14:05:00Z,221.414802,105120
2024-08-25T14:05:00Z,221.414802,105120
2024-08-26T14:05:00Z,221.419815,105120
2024-08-27T14:05:00Z,220.909161,105120
2024-08-28T14:05:00Z,221.003196,105120
2024-08-29T14:05:00Z,220.854053,105120
2024-08-30T14:05:00Z,220.70353,105120
2024-08-31T14:05:00Z,220.44,105120
2024-09-01T14:05:00Z,220.44,105120
2024-09-02T14:05:00Z,220.44,105120
2024-09-03T14:05:00Z,220.44,105120
2024-09-04T14:05:00Z,220.44,105120
2024-09-05T14:05:00Z,220.367502,105120
2024-09-06T14:05:00Z,220.44,105120
2024-09-07T14:05:00Z,220.44,105120
2024-09-08T14:05:00Z,220.44,105120
2024-09-09T14:05:00Z,220.44,105120
2024-09-10T14:05:00Z,220.44,105120
2024-09-11T14:05:00Z,220.44,105120
2024-09-12T14:05:00Z,220.262437,105120
2024-09-13T14:05:00Z,220.262437,105120
2024-09-14T14:05:00Z,220.189519,105120
2024-09-15T14:05:00Z,220.036945,105120
2024-09-16T14:05:00Z,220.036945,105120
2024-09-17T14:05:00Z,220.049436,105120
2024-09-18T14:05:00Z,220.151178,105120
2024-09-19T14:05:00Z,220.44,105120
2024-09-20T14:05:00Z,220.049436,105120
2024-09-21T14:05:00Z,220.036945,105120
2024-09-22T14:05:00Z,220.410531,105120
2024-09-23T14:05:00Z,220.90235,105120
2024-09-24T14:05:00Z,221.376602,105120
2024-09-25T14:05:00Z,221.057908,105120
2024-09-26T14:05:00Z,221.023143,105120
2024-09-27T14:05:00Z,220.948111,105120
2024-09-28T14:05:00Z,220.834276,105120
2024-09-29T14:05:00Z,220.763415,105120
2024-09-30T14:05:00Z,220.784241,105120
2024-10-01T14:05:00Z,220.960275,105120
2024-10-02T14:05:00Z,220.909057,105120
2024-10-03T14:05:00Z,220.909057,105120
2024-10-04T14:05:00Z,220.954132,105120
2024-10-05T14:05:00Z,220.954132,105120
2024-10-06T14:05:00Z,221.306251,105120
2024-10-07T14:05:00Z,221.44,105120
2024-10-08T14:05:00Z,221.44,105120
2024-10-09T14:05:00Z,221.445162,105120
2024-10-10T14:05:00Z,221.445162,105120
2024-10-11T14:05:00Z,221.445162,105120
2024-10-12T14:05:00Z,221.445162,105120
2024-10-13T14:05:00Z,221.743223,105120
2024-10-14T14:05:00Z,221.743223,105120
2024-10-15T14:05:00Z,221.743223,105120
2024-10-16T14:05:00Z,222.32662,105120
2024-10-17T14:05:00Z,221.985321,105120
2024-10-18T14:05:00Z,221.829141,105120
2024-10-19T14:05:00Z,221.829141,105120
2024-10-20T14:05:00Z,221.85525,105120
2024-10-21T14:05:00Z,222.482067,105120
2024-10-22T14:05:00Z,222.785339,105120
2024-10-23T14:05:00Z,223.427276,105120
2024-10-24T14:05:00Z,223.427276,105120
2024-10-25T14:05:00Z,223.44,105120
2024-10-26T14:05:00Z,223.44,105120
2024-10-27T14:05:00Z,223.44,105120
2024-10-28T14:05:00Z,223.44,105120
2024-10-29T14:05:00Z,223.44,105120
2024-10-30T14:05:00Z,223.44,105120
2024-10-31T14:05:00Z,223.44,105120
2024-11-01T14:05:00Z,223.44,105120
2024-11-02T14:05:00Z,223.44,105120
2024-11-03T14:05:00Z,223.44,105120
2024-11-04T14:05:00Z,223.44,105120
2024-11-05T14:05:00Z,223.44,105120
2024-11-06T14:05:00Z,223.44,105120
2024-11-07T14:05:00Z,223.44,105120
2024-11-08T14:05:00Z,223.44,105120
2024-11-09T14:05:00Z,223.44,105120
2024-11-10T14:05:00Z,223.44,105120
2024-11-11T14:05:00Z,223.44,105120
2024-11-12T14:05:00Z,223.44,105120
2024-11-13T14:05:00Z,223.44,105120
2024-11-14T14:05:00Z,223.44,105120
2024-11-15T14:05:00Z,223.44,105120
2024-11-16T14:05:00Z,223.44,105120
2024-11-17T14:05:00Z,223.44,105120
2024-11-18T14:05:00Z,223.44,105120
2024-11-19T14:05:00Z,223.44,105120
2024-11-20T14:05:00Z,223.44,105120
2024-11-21T14:05:00Z,223.44,105120
2024-11-22T14:05:00Z,223.44,105120
2024-11-23T14:05:00Z,223.44,105120
2024-11-24T14:05:00Z,223.44,105120
2024-11-25T14:05:00Z,223.44,105120
2024-11-26T14:05:00Z,223.44,105120
2024-11-27T14:05:00Z,223.44,105132
2024-11-28T14:05:00Z,223.44,105132
2024-11-29T14:05:00Z,223.44,105132
2024-11-30T14:05:00Z,223.519020000001,105132
2024-12-01T14:05:00Z,223.562877,105132
2024-12-02T14:05:00Z,223.632958,105132
2024-12-03T14:05:00Z,223.6027,105132
2024-12-04T14:05:00Z,223.632958,105132
2024-12-05T14:05:00Z,225,105132
2024-12-06T14:05:00Z,224.819097,105132
2024-12-07T14:05:00Z,224.530442,105132
2024-12-08T14:05:00Z,224.530442,105132
2024-12-09T14:05:00Z,224.572482,105132
2024-12-10T14:05:00Z,224.430943000001,105132
2024-12-11T14:05:00Z,224.33546,105132
2024-12-12T14:05:00Z,224.530442,105132
2024-12-13T14:05:00Z,224.803363,105132
2024-12-14T14:05:00Z,225,105132
2024-12-15T14:05:00Z,225.219464,105132
2024-12-16T14:05:00Z,225.255641,105132
2024-12-17T14:05:00Z,225.241058,105132
2024-12-18T14:05:00Z,225.241058,105132
2024-12-19T14:05:00Z,225.249142,105132
2024-12-20T14:05:00Z,225.279921,105132
2024-12-21T14:05:00Z,225.25629,105132
2024-12-22T14:05:00Z,225.249142,105132
2024-12-23T14:05:00Z,225.249142,105132
2024-12-24T14:05:00Z,225.437762,105132
2024-12-25T14:05:00Z,225.44,105132
2024-12-26T14:05:00Z,225.25629,105132
2024-12-27T14:05:00Z,225.115278,105132
2024-12-28T14:05:00Z,225.115278,105132
2024-12-29T14:05:00Z,225.115278,105132
2024-12-30T14:05:00Z,225.115278,105132
