report_year,report_month,report_event,direction_start,direction_end,directed_mwh,compensation_payment,retained_trading_amount,additional_compensation,ie_fee,cra,source_file
2023,7,2023-07-22T07:00:00Z,2023-07-22T07:00:00Z,2023-07-28T04:00:00Z,3201.8625875,751997.25913659,58437.87165438,469242.734905739,2880,1165682.12238795,System security energy directions report 4 Jul 2023 to 27 Jul 2023.xlsx
2023,7,2023-07-28T05:00:00Z,2023-07-28T05:00:00Z,2023-08-04T05:30:00Z,4601.4135112,1059420.37040973,-212469.97756298,695732.679384832,4320,1971943.02735755,System security energy directions report 28 Jul 2023 to 2 Sep 2023.xlsx
2023,8,2023-08-07T07:29:59Z,2023-08-07T07:29:59Z,2023-08-19T06:30:00Z,4401.6715551,1013709.51495724,-25031.7290994,419852.561484368,4800,1463393.80554101,System security energy directions report 28 Jul 2023 to 2 Sep 2023.xlsx
2023,8,2023-08-20T04:29:59Z,2023-08-20T04:29:59Z,2023-09-02T07:29:59Z,2481.6353889,564582.339777736,70998.65116754,627467.568741694,2793.10344827586,1123844.36080017,System security energy directions report 28 Jul 2023 to 2 Sep 2023.xlsx
2023,9,2023-09-02T05:59:59Z,2023-09-02T05:59:59Z,2023-09-09T05:00:00Z,7903.4436436,1789587.29079653,-244066.44596749,565906.400997706,2172.41379310345,2601732.55155483,System security energy directions to SA generators 2 Sep 2023 to 29 Sep 2023.xlsx
2023,9,2023-09-09T08:00:00Z,2023-09-09T08:00:00Z,2023-09-16T06:30:00Z,4002.2492587,895137.761627636,-119089.44985453,715661.3438012,4034.48275862069,1733923.03804199,System security energy directions to SA generators 2 Sep 2023 to 29 Sep 2023.xlsx
2023,9,2023-09-16T05:00:00Z,2023-09-16T05:00:00Z,2023-09-22T05:59:59Z,5747.4546289,1268748.37460702,-1405.68798753,454450.590170006,2531.25,1727135.90276455,System security energy directions to SA generators 2 Sep 2023 to 29 Sep 2023.xlsx
2023,9,2023-09-22T05:59:59Z,2023-09-22T05:59:59Z,2023-09-29T05:59:59Z,6161.080908,1340996.66724289,77634.40333236,570223.970542597,2250,1835836.23445312,System security energy directions to SA generators 2 Sep 2023 to 29 Sep 2023.xlsx
2023,9,2023-09-29T07:00:00Z,2023-09-29T07:00:00Z,2023-10-06T07:00:00Z,6149.5890245,1301795.52996257,-93977.69822816,458951.661769064,1687.5,1856412.38995979,System security energy directions report29 September to 27 October 2023.xlsx
2023,10,2023-10-06T04:45:00Z,2023-10-06T04:45:00Z,2023-10-13T07:29:59Z,8322.9456681,1700984.15882213,59770.69000951,538676.300586264,2531.25,2182421.01939889,System security energy directions report29 September to 27 October 2023.xlsx
2023,10,2023-10-13T07:29:59Z,2023-10-13T07:29:59Z,2023-10-18T07:00:00Z,6974.8550001,1369471.95158183,56748.56091267,242770.582049251,1285.71428571429,1556779.68700412,System security energy directions report29 September to 27 October 2023.xlsx
2023,10,2023-10-18T07:00:00Z,2023-10-18T07:00:00Z,2023-10-27T06:30:00Z,10625.7380463,2026259.70699563,-248738.67539319,1064406.30989334,2828.57142857143,3342233.26371073,System security energy directions report29 September to 27 October 2023.xlsx
