outcome,weights,estimate,wcb_se,wcb_t,wcb_p,df
composite,rademacher,665.521974704723,467.230946096017,1.4243961798026,0.174803576758688,15
composite,webb,665.521974704723,485.889280962773,1.36969881983404,0.190937640347621,15
rank,rademacher,0.0127508492050541,0.0117834470527226,1.08209840023917,0.29629853606576,15
rank,webb,0.0127508492050541,0.0119624450020074,1.06590661047256,0.30332285689786,15
A_withdrawal,rademacher,0.00353132794543728,0.0465845011800575,0.0758047817618151,0.940576213365443,15
A_withdrawal,webb,0.00353132794543728,0.0464561406953579,0.0760142339113879,0.940412359173628,15
B_pricing,rademacher,1133.71044150179,883.372073462529,1.28338949753983,0.220193077526447,14
B_pricing,webb,1133.71044150179,906.519920113029,1.25061834422837,0.231572406246722,14
