cal_day,TORRB2,TORRB3,TORRB4,n_av,cfg,cfg_prev
2024-11-21,TRUE,TRUE,FALSE,2,110,110
2024-11-22,TRUE,TRUE,TRUE,3,111,110
2024-11-23,TRUE,TRUE,FALSE,2,110,111
2024-11-24,TRUE,TRUE,FALSE,2,110,110
2024-11-25,TRUE,TRUE,FALSE,2,110,110
2024-11-26,TRUE,TRUE,FALSE,2,110,110
2024-11-27,TRUE,TRUE,FALSE,2,110,110
2024-11-28,TRUE,TRUE,FALSE,2,110,110
2024-11-29,TRUE,TRUE,FALSE,2,110,110
2024-11-30,TRUE,TRUE,FALSE,2,110,110
2024-12-01,TRUE,TRUE,FALSE,2,110,110
2024-12-02,TRUE,TRUE,FALSE,2,110,110
2024-12-03,TRUE,TRUE,FALSE,2,110,110
2024-12-04,TRUE,TRUE,FALSE,2,110,110
2024-12-05,TRUE,TRUE,FALSE,2,110,110
2024-12-06,TRUE,TRUE,FALSE,2,110,110
2024-12-07,TRUE,TRUE,FALSE,2,110,110
2024-12-08,TRUE,TRUE,FALSE,2,110,110
2024-12-09,TRUE,TRUE,FALSE,2,110,110
2024-12-10,TRUE,TRUE,FALSE,2,110,110
2024-12-11,TRUE,TRUE,FALSE,2,110,110
2024-12-12,TRUE,TRUE,TRUE,3,111,110
2024-12-13,TRUE,FALSE,TRUE,2,101,111
2024-12-14,TRUE,FALSE,TRUE,2,101,101
2024-12-15,TRUE,TRUE,TRUE,3,111,101
2024-12-16,TRUE,TRUE,TRUE,3,111,111
2024-12-17,TRUE,TRUE,FALSE,2,110,111
2024-12-18,TRUE,TRUE,FALSE,2,110,110
2024-12-19,TRUE,TRUE,FALSE,2,110,110
2024-12-20,TRUE,FALSE,FALSE,1,100,110
2024-12-21,TRUE,TRUE,FALSE,2,110,100
2024-12-22,TRUE,TRUE,FALSE,2,110,110
2024-12-23,TRUE,TRUE,FALSE,2,110,110
2024-12-24,TRUE,TRUE,FALSE,2,110,110
2024-12-25,FALSE,TRUE,FALSE,1,010,110
2024-12-26,FALSE,TRUE,FALSE,1,010,010
2024-12-27,FALSE,TRUE,FALSE,1,010,010
2024-12-28,FALSE,TRUE,FALSE,1,010,010
2024-12-29,FALSE,TRUE,FALSE,1,010,010
2024-12-30,FALSE,TRUE,FALSE,1,010,010
2024-12-31,FALSE,TRUE,FALSE,1,010,010
