term,estimate,std.error,statistic,p.value,nobs,model
req_max,0.0824239948995523,0.0543322664318691,1.51703582995032,0.138238901685564,1096,M1 month FE
req_max,0.0855254285986161,0.051790229544883,1.65138153180992,0.107606461142309,1096,M2 + market controls
dem,0.000341797916397229,0.000137102236872983,2.49301487847994,0.0175454224493743,1096,M2 + market controls
rrp,0.000142416385557584,0.000110350234452652,1.29058525579019,0.205308322085888,1096,M2 + market controls
req_max,-0.0392425758617197,0.0691422204976789,-0.567563141294211,0.575830431528186,245,M2 on all-units-clean days
dem,0.000801755665449928,0.000356771252222171,2.24725411718614,0.0345154680521607,245,M2 on all-units-clean days
rrp,0.000313651260382885,0.000219587270345487,1.42836722679508,0.166626071522125,245,M2 on all-units-clean days
