DUID,regime,q,norm,ratio,lo,hi,price,plo,phi,n_mth
DRYCGT3,UN,0.7,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.7,MAXAVAIL,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.7,MAXAVAIL,0.1,0.1,0.1,-998.4,-998.4,-998.3,34
PPCCGT,UP,0.7,MAXAVAIL,0.1,0.1,1.07723069074609,-998.3,-998.4,95.79,34
QPS5,UN,0.7,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.7,MAXAVAIL,118.309041808419,3.08737125381176,140.277935097759,15490.7,444.5125,16595.02,30
TORRB2,UP,0.7,MAXAVAIL,127.537594670049,87.2814419935034,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,0.7,MAXAVAIL,118.309041808419,59.6601699491143,140.277935097759,15490.7,12914.75,16595.02,34
TORRB3,UP,0.7,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,0.7,MAXAVAIL,121.358051966162,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,0.7,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.7,MAXAVAIL,124.447823318106,82.7120863114212,140.277935097759,15490.7,12914.75,16595.02,34
TORRB4,UP,0.7,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15098.49,16595.02,33
TORRB4,DP,0.7,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.7,MAXAVAIL,125.472778207893,56.5844275295457,142.843657620046,15490.7,14048.095,16595.02,31
BARKIPS1,UN,0.75,MAXAVAIL,143.499643422771,83.1385522394784,165.100203888806,15493.8,12917.32,16600,35
DRYCGT1,UN,0.75,MAXAVAIL,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.75,MAXAVAIL,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.75,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.75,MAXAVAIL,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.75,MAXAVAIL,1.18488857985993,1.02000954492015,1.32373389248442,116.245,98.5225,168.22,34
PPCCGT,UP,0.75,MAXAVAIL,1.18236840153566,0.995512447809501,1.35460497876769,120.24,95.7875,173.23,34
QPS5,UN,0.75,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.75,MAXAVAIL,118.309041808419,8.5329661837854,140.277935097759,15490.7,2064.8125,16595.02,30
TORRB2,UP,0.75,MAXAVAIL,127.537594670049,87.2814419935034,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,0.75,MAXAVAIL,118.309041808419,63.1163422250146,140.277935097759,15490.7,12914.75,16595.02,34
TORRB3,UP,0.75,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,0.75,MAXAVAIL,121.358051966162,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,0.75,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.75,MAXAVAIL,126.505186438971,83.0830531890765,140.277935097759,15490.7,12935.4875,16595.02,34
TORRB4,UP,0.75,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15098.49,16595.02,33
TORRB4,DP,0.75,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.75,MAXAVAIL,125.472778207893,56.5844275295457,142.843657620046,15490.7,14048.095,16595.02,31
BARKIPS1,UN,0.8,MAXAVAIL,143.499643422771,83.1385522394784,165.100203888806,15493.8,12917.32,16600,35
DRYCGT1,UN,0.8,MAXAVAIL,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.8,MAXAVAIL,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.8,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.8,MAXAVAIL,0.827950170224347,0.1,1.04369479656726,94.34,-999.2,128.99,33
PPCCGT,UN,0.8,MAXAVAIL,1.33867991138161,1.12054764000414,1.63403195213785,160.17,114.25,172.9075,34
PPCCGT,UP,0.8,MAXAVAIL,1.32089679633018,1.14218103100427,1.73573786625713,165.175,118.25,173.23,34
QPS5,UN,0.8,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.8,MAXAVAIL,119.833546887291,37.8418476891749,140.277935097759,15490.7,8281.9625,16595.02,30
TORRB2,UP,0.8,MAXAVAIL,127.537594670049,87.2814419935034,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,0.8,MAXAVAIL,118.309041808419,63.1163422250146,140.277935097759,15490.7,12914.75,16595.02,34
TORRB3,UP,0.8,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,0.8,MAXAVAIL,121.358051966162,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,0.8,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.8,MAXAVAIL,126.505186438971,83.0830531890765,140.277935097759,15490.7,12935.4875,16595.02,34
TORRB4,UP,0.8,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15098.49,16595.02,33
TORRB4,DP,0.8,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.8,MAXAVAIL,125.472778207893,56.5844275295457,142.843657620046,15490.7,14048.095,16595.02,31
BARKIPS1,UN,0.85,MAXAVAIL,143.499643422771,91.4299322267347,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,UN,0.85,MAXAVAIL,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.85,MAXAVAIL,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.85,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.85,MAXAVAIL,0.934756228768568,0.804965289391592,1.1972088165628,104.99,93.93,137.62,33
PPCCGT,UN,0.85,MAXAVAIL,1.58892928004827,1.22714322484885,1.72997433009295,170.24,120.24,188.3675,34
PPCCGT,UP,0.85,MAXAVAIL,1.54382660795869,1.23416016402049,1.88076187250804,173.155,140.2575,210.83,34
QPS5,UN,0.85,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.85,MAXAVAIL,123.415415087028,72.3964356919896,140.277935097759,15490.7,12997.7,16595.02,30
TORRB2,UP,0.85,MAXAVAIL,127.537594670049,105.319392231917,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,0.85,MAXAVAIL,119.833546887291,82.7120863114212,140.277935097759,15490.7,13460.685,16595.02,34
TORRB3,UP,0.85,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,0.85,MAXAVAIL,121.358051966162,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,0.85,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.85,MAXAVAIL,126.505186438971,87.2814419935034,140.277935097759,15490.7,15490.7,16595.02,34
TORRB4,UP,0.85,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15098.49,16595.02,33
TORRB4,DP,0.85,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.85,MAXAVAIL,125.472778207893,56.5844275295457,142.843657620046,15490.7,14048.095,16595.02,31
BARKIPS1,UN,0.9,MAXAVAIL,143.499643422771,104.615113583013,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,UN,0.9,MAXAVAIL,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.9,MAXAVAIL,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.9,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.9,MAXAVAIL,0.945464832052813,0.827950170224347,1.1972088165628,104.99,94.34,140.31,33
PPCCGT,UN,0.9,MAXAVAIL,1.65237163392642,1.29078581524334,1.99860342449547,173.16,170.1725,229.0575,34
PPCCGT,UP,0.9,MAXAVAIL,1.64177737059093,1.36994473316661,1.99615156900269,173.195,151.935,229.0575,34
QPS5,UN,0.9,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.9,MAXAVAIL,123.415415087028,72.3964356919896,140.277935097759,15490.7,12997.7,16595.02,30
TORRB2,UP,0.9,MAXAVAIL,127.537594670049,105.319392231917,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,0.9,MAXAVAIL,119.833546887291,82.7120863114212,140.277935097759,15490.7,15098.49,16595.02,34
TORRB3,UP,0.9,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,0.9,MAXAVAIL,121.358051966162,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,0.9,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.9,MAXAVAIL,126.505186438971,87.2814419935034,140.277935097759,15490.7,15490.7,16595.02,34
TORRB4,UP,0.9,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15098.49,16595.02,33
TORRB4,DP,0.9,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.9,MAXAVAIL,125.472778207893,69.6482569204835,142.843657620046,15490.7,15098.49,16595.02,31
BARKIPS1,UN,0.95,MAXAVAIL,143.499643422771,108.888444034502,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,UN,0.95,MAXAVAIL,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.95,MAXAVAIL,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.95,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.95,MAXAVAIL,0.945464832052813,0.827950170224347,1.20016046325043,105.99,94.34,140.31,33
PPCCGT,UN,0.95,MAXAVAIL,1.81810866357125,1.57595566507631,2.22729603017618,219.58,172.15,242.275,34
PPCCGT,UP,0.95,MAXAVAIL,1.77423801285766,1.54701918164963,2.31985285971556,191.615,172.15,256.01,34
QPS5,UN,0.95,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.95,MAXAVAIL,123.415415087028,82.7120863114212,140.277935097759,16042.86,13522.8975,16595.02,30
TORRB2,UP,0.95,MAXAVAIL,127.537594670049,105.319392231917,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,0.95,MAXAVAIL,121.358051966162,83.0830531890765,140.277935097759,15490.7,15196.5425,16595.02,34
TORRB3,UP,0.95,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,0.95,MAXAVAIL,121.358051966162,100.365868643513,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,0.95,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.95,MAXAVAIL,126.505186438971,87.2814419935034,140.277935097759,15490.7,15490.7,16595.02,34
TORRB4,UP,0.95,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,33
TORRB4,DP,0.95,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.95,MAXAVAIL,125.472778207893,82.7120863114212,142.843657620046,15490.7,15294.595,16595.02,31
BARKIPS1,UN,1,MAXAVAIL,146.242670478206,120.638158714339,165.100203888806,16600,15493.8,16600,35
DRYCGT1,UN,1,MAXAVAIL,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,1,MAXAVAIL,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,1,MAXAVAIL,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,1,MAXAVAIL,0.993142505442821,0.862751595911676,1.20738264079735,120.99,98.93,140.88,33
PPCCGT,UN,1,MAXAVAIL,1.97154910826208,1.68101591195349,2.81171263836333,233.545,172.42,297.96,34
PPCCGT,UP,1,MAXAVAIL,1.89232123453431,1.68669305533514,2.62084386366709,226.06,172.15,285.545,34
QPS5,UN,1,MAXAVAIL,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,1,MAXAVAIL,123.415415087028,82.7120863114212,140.277935097759,16042.86,13522.8975,16595.02,30
TORRB2,UP,1,MAXAVAIL,127.537594670049,105.319392231917,144.12651888119,16595.02,15490.7,16595.02,30
TORRB3,UN,1,MAXAVAIL,121.358051966162,83.0830531890765,140.277935097759,15490.7,15196.5425,16595.02,34
TORRB3,UP,1,MAXAVAIL,124.447823318106,88.3943426264692,140.277935097759,16042.86,15490.7,16595.02,34
TORRB3,DN,1,MAXAVAIL,121.358051966162,100.365868643513,140.277935097759,15490.7,15490.7,16595.02,31
TORRB3,DP,1,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,1,MAXAVAIL,126.505186438971,87.2814419935034,140.277935097759,15490.7,15490.7,16595.02,34
TORRB4,UP,1,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,33
TORRB4,DP,1,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,1,MAXAVAIL,125.472778207893,82.7120863114212,142.843657620046,15490.7,15294.595,16595.02,31
BARKIPS1,UN,0.05,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,UN,0.05,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.05,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.05,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.05,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.05,registered,0.1,0.1,0.1,-998.4,-998.7,-998.3,34
PPCCGT,UP,0.05,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,UN,0.05,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.05,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,30
TORRB2,UP,0.05,registered,109.649275424084,12.6903374397161,138.976821131214,15490.7,3024.8475,16595.02,30
TORRB3,UN,0.05,registered,0.1,0.1,0.1,-999.7,-999.775,-999.4,34
TORRB3,UP,0.05,registered,82.7120863114212,0.1,135.073479231579,15490.7,-999.7,16318.94,34
TORRB3,DN,0.05,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,31
TORRB3,DP,0.05,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.05,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,34
TORRB4,UP,0.05,registered,121.358051966162,0.1,140.277935097759,15490.7,-999.4,16595.02,33
TORRB4,DP,0.05,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.05,registered,0.1,0.1,0.1,-999.4,-999.7,-999.4,31
BARKIPS1,UN,0.1,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,UN,0.1,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.1,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.1,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.1,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.1,registered,0.1,0.1,0.1,-998.4,-998.7,-998.3,34
PPCCGT,UP,0.1,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,UN,0.1,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.1,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,30
TORRB2,UP,0.1,registered,109.649275424084,12.6903374397161,138.976821131214,15490.7,3024.8475,16595.02,30
TORRB3,UN,0.1,registered,0.1,0.1,0.1,-999.7,-999.775,-999.4,34
TORRB3,UP,0.1,registered,82.7120863114212,0.1,135.073479231579,15490.7,-999.7,16318.94,34
TORRB3,DN,0.1,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,31
TORRB3,DP,0.1,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.1,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,34
TORRB4,UP,0.1,registered,121.358051966162,0.1,140.277935097759,15490.7,-999.4,16595.02,33
TORRB4,DP,0.1,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.1,registered,0.1,0.1,0.1,-999.4,-999.7,-999.4,31
BARKIPS1,UN,0.15,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,UN,0.15,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.15,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.15,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.15,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.15,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
PPCCGT,UP,0.15,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,UN,0.15,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.15,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,30
TORRB2,UP,0.15,registered,109.649275424084,12.6903374397161,138.976821131214,15490.7,3024.8475,16595.02,30
TORRB3,UN,0.15,registered,0.1,0.1,0.1,-999.7,-999.775,-999.4,34
TORRB3,UP,0.15,registered,91.8507976755856,0.1,135.073479231579,15490.7,-999.625,16595.02,34
TORRB3,DN,0.15,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,31
TORRB3,DP,0.15,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.15,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,34
TORRB4,UP,0.15,registered,121.358051966162,0.1,140.277935097759,15490.7,-999.4,16595.02,33
TORRB4,DP,0.15,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.15,registered,0.1,0.1,0.1,-999.4,-999.7,-999.4,31
BARKIPS1,UN,0.2,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,UN,0.2,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.2,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.2,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.2,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.2,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
PPCCGT,UP,0.2,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,UN,0.2,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.2,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,30
TORRB2,UP,0.2,registered,109.649275424084,12.6903374397161,138.976821131214,15490.7,3024.8475,16595.02,30
TORRB3,UN,0.2,registered,0.1,0.1,0.1,-999.7,-999.775,-999.4,34
TORRB3,UP,0.2,registered,91.8507976755856,0.1,135.073479231579,15490.7,-999.625,16595.02,34
TORRB3,DN,0.2,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,31
TORRB3,DP,0.2,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,UN,0.2,registered,0.1,0.1,0.1,-999.7,-999.8,-999.4,34
TORRB4,UP,0.2,registered,121.358051966162,0.1,140.277935097759,15490.7,-999.4,16595.02,33
TORRB4,DP,0.2,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB4,DN,0.2,registered,0.1,0.1,0.1,-999.4,-999.7,-999.4,31
BARKIPS1,UN,0.25,registered,120.638158714339,3.76231179965502,155.666197249198,12994.1,560.76,16600,35
DRYCGT1,UN,0.25,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.25,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.25,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.25,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.25,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
PPCCGT,UP,0.25,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,UN,0.25,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.25,registered,0.1,0.1,0.308899617771018,-999.7,-999.8,-102.44,30
TORRB2,UP,0.25,registered,121.43091051247,56.6183985686869,140.320031107091,15500,15500,16600,30
TORRB3,UN,0.25,registered,0.1,0.1,62.0963075180768,-999.55,-999.775,11368.175,34
TORRB3,UP,0.25,registered,121.43091051247,63.1480276351223,140.309507104758,15500,15500,16600,34
TORRB3,DN,0.25,registered,56.6183985686869,0.1,131.331803311476,15098.49,-999.55,16595.02,31
TORRB3,DP,0.25,registered,127.563107291507,82.7617433574357,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.25,registered,0.1,0.1,109.448844718337,-999.4,-999.7,15497.675,34
TORRB4,UP,0.25,registered,121.43091051247,51.8032545812459,140.320031107091,15500,12918.63,16600,33
TORRB4,DP,0.25,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.25,registered,1.94351696097243,0.530231690165662,127.563107291507,348.8,-411.76,16595.02,31
BARKIPS1,UN,0.3,registered,120.638158714339,3.76231179965502,155.666197249198,15095.47,560.76,16600,35
DRYCGT1,UN,0.3,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.3,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.3,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.3,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.3,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
PPCCGT,UP,0.3,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,UN,0.3,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.3,registered,0.1,0.1,0.969364580982578,-999.7,-999.8,172.3875,30
TORRB2,UP,0.3,registered,121.43091051247,56.6183985686869,140.320031107091,15500,15500,16600,30
TORRB3,UN,0.3,registered,0.1,0.1,62.0963075180768,-999.55,-999.775,11368.175,34
TORRB3,UP,0.3,registered,121.43091051247,63.1480276351223,140.309507104758,15500,15500,16600,34
TORRB3,DN,0.3,registered,56.6183985686869,0.1,131.331803311476,15490.7,-999.55,16595.02,31
TORRB3,DP,0.3,registered,127.563107291507,82.7617433574357,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.3,registered,0.1,0.1,109.448844718337,-999.4,-999.7,15497.675,34
TORRB4,UP,0.3,registered,121.43091051247,51.8032545812459,140.320031107091,15500,12918.63,16600,33
TORRB4,DP,0.3,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.3,registered,1.94351696097243,0.530231690165662,127.563107291507,348.8,-411.76,16595.02,31
BARKIPS1,UN,0.35,registered,140.673197518728,3.76231179965502,159.874214410991,15493.8,560.76,16600,35
DRYCGT1,UN,0.35,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.35,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.35,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.35,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.35,registered,0.1,0.1,0.1,-998.4,-998.4,-998.3,34
PPCCGT,UP,0.35,registered,0.859440745228554,0.1,1.2851779247438,88.79,-998.3,142.4625,34
QPS5,UN,0.35,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.35,registered,2.34189086368143,1.25951166930451,108.258010346,348.97,229.8675,14867.45,30
TORRB2,UP,0.35,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.35,registered,75.8598144214741,1.51210925354133,121.412695875893,12914.75,229.92,16595.02,34
TORRB3,UP,0.35,registered,124.484252591259,88.3943426264692,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.35,registered,121.358051966162,50.0293012866228,140.277935097759,15500,12956.225,16597.51,31
TORRB3,DP,0.35,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.35,registered,43.0652556624691,1.38927291573359,126.010923630654,6737.7,238.85,16595.02,34
TORRB4,UP,0.35,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.35,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.35,registered,68.9578854855124,2.22233962519336,131.318293261543,15490.7,348.97,16595.02,31
BARKIPS1,UN,0.4,registered,140.673197518728,3.76231179965502,159.874214410991,15493.8,560.76,16600,35
