DUID,cut,q,norm,ratio,lo,hi,price,plo,phi,n_mth
TORRB4,DIRECTED,0.7,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED,0.75,MAXAVAIL,127.537594670049,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED,0.75,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED,0.8,MAXAVAIL,127.537594670049,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED,0.8,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED,0.85,MAXAVAIL,127.537594670049,91.8507976755856,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED,0.85,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED,0.9,MAXAVAIL,127.537594670049,100.98950903975,140.277935097759,16595.02,15490.7,16595.02,31
TORRB4,DIRECTED,0.9,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED,0.95,MAXAVAIL,127.537594670049,100.98950903975,140.277935097759,16595.02,15490.7,16595.02,31
TORRB4,DIRECTED,0.95,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED,1,MAXAVAIL,127.537594670049,100.98950903975,140.277935097759,16595.02,15490.7,16595.02,31
TORRB4,DIRECTED,1,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,31
TORRB3,DIRECTED_PIV,0.05,MAXAVAIL,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.05,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.1,MAXAVAIL,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.1,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.15,MAXAVAIL,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.15,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.2,MAXAVAIL,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.2,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.25,MAXAVAIL,127.537594670049,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.25,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.3,MAXAVAIL,127.537594670049,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.3,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.35,MAXAVAIL,127.537594670049,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.35,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.4,MAXAVAIL,127.537594670049,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.4,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.45,MAXAVAIL,127.537594670049,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.45,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.5,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.5,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.55,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.55,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.6,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.6,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.65,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.65,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.7,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.7,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.75,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.75,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.8,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.8,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.85,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.85,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.9,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.9,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.95,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.95,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,1,MAXAVAIL,127.537594670049,83.4540200667317,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,1,MAXAVAIL,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
BARKIPS1,ALL,0.05,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,ALL,0.05,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.05,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.05,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.05,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.05,registered,0.1,0.1,0.1,-998.4,-998.7,-998.3,34
QPS5,ALL,0.05,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.05,registered,0.1,0.1,125.992708994077,-999.4,-999.775,16318.94,30
TORRB3,ALL,0.05,registered,0.1,0.1,127.537594670049,-999.4,-999.7,16318.94,34
TORRB4,ALL,0.05,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,34
BARKIPS1,ALL,0.1,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,ALL,0.1,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.1,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.1,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.1,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.1,registered,0.1,0.1,0.1,-998.4,-998.7,-998.3,34
QPS5,ALL,0.1,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.1,registered,0.1,0.1,125.992708994077,-999.4,-999.775,16318.94,30
TORRB3,ALL,0.1,registered,0.1,0.1,127.537594670049,-999.4,-999.7,16318.94,34
TORRB4,ALL,0.1,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,34
BARKIPS1,ALL,0.15,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,ALL,0.15,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.15,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.15,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.15,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.15,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,ALL,0.15,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.15,registered,0.1,0.1,125.992708994077,-999.4,-999.775,16318.94,30
TORRB3,ALL,0.15,registered,0.1,0.1,127.537594670049,-999.4,-999.7,16318.94,34
TORRB4,ALL,0.15,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,34
BARKIPS1,ALL,0.2,registered,100.57711473776,3.40321182666313,155.666197249198,12917.32,455.305,16600,35
DRYCGT1,ALL,0.2,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.2,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.2,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.2,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.2,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,ALL,0.2,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.2,registered,0.1,0.1,125.992708994077,-999.4,-999.775,16318.94,30
TORRB3,ALL,0.2,registered,0.1,0.1,127.537594670049,-999.4,-999.7,16318.94,34
TORRB4,ALL,0.2,registered,0.1,0.1,127.537594670049,-999.4,-999.7,15490.7,34
BARKIPS1,ALL,0.25,registered,120.638158714339,3.76231179965502,155.666197249198,12994.1,560.76,16600,35
DRYCGT1,ALL,0.25,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.25,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.25,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.25,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.25,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,ALL,0.25,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.25,registered,69.6900709630613,0.326499777675727,135.100499331446,15490.7,-720.0525,16598.755,30
TORRB3,ALL,0.25,registered,117.954679299141,0.975617195336397,135.093744306479,15500,172.4475,16600,34
TORRB4,ALL,0.25,registered,2.48491560811863,0.540207643561632,133.216151321461,348.885,156.455,16598.755,34
BARKIPS1,ALL,0.3,registered,140.673197518728,3.76231179965502,159.874214410991,15493.8,560.76,16600,35
DRYCGT1,ALL,0.3,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.3,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.3,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.3,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.3,registered,0.1,0.1,0.1,-998.4,-998.625,-998.3,34
QPS5,ALL,0.3,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.3,registered,69.6900709630613,0.326499777675727,135.100499331446,15490.7,-715.0475,16600,30
TORRB3,ALL,0.3,registered,117.954679299141,0.975617195336397,135.093744306479,15500,267.0875,16600,34
TORRB4,ALL,0.3,registered,2.73056429908465,0.540207643561632,133.216151321461,377.385,156.455,16598.755,34
BARKIPS1,ALL,0.35,registered,140.673197518728,3.76231179965502,159.874214410991,15493.8,560.76,16600,35
DRYCGT1,ALL,0.35,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.35,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.35,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.35,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.35,registered,0.1,0.1,0.1,-998.3,-998.4,-998.3,34
QPS5,ALL,0.35,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.35,registered,118.309041808419,15.141913415343,135.100499331446,15500,3533.0375,16600,30
TORRB3,ALL,0.35,registered,119.833546887291,63.1163422250146,138.983576156181,15500,12914.75,16600,34
TORRB4,ALL,0.35,registered,119.88772784222,2.28421280848652,140.277935097759,15500,560.6125,16598.755,34
BARKIPS1,ALL,0.4,registered,140.673197518728,3.76231179965502,159.874214410991,15493.8,560.76,16600,35
DRYCGT1,ALL,0.4,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.4,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.4,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.4,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.4,registered,0.1,0.1,0.981946021884213,-998.3,-998.4,98.2825,34
QPS5,ALL,0.4,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.4,registered,118.309041808419,15.141913415343,135.100499331446,15500,3533.0375,16600,30
TORRB3,ALL,0.4,registered,119.833546887291,63.1163422250146,138.983576156181,15500,12914.75,16600,34
TORRB4,ALL,0.4,registered,119.88772784222,2.28421280848652,140.277935097759,15500,560.6125,16598.755,34
BARKIPS1,ALL,0.45,registered,140.673197518728,4.55453633490897,159.874214410991,15493.8,560.76,16600,35
DRYCGT1,ALL,0.45,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.45,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.45,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.45,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.45,registered,0.1,0.1,1.02801279976511,-998.3,-998.4,98.2825,34
QPS5,ALL,0.45,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.45,registered,119.833546887291,52.0006119613199,138.983576156181,16047.51,13460.685,16600,30
TORRB3,ALL,0.45,registered,121.394481239316,82.7617433574357,140.309507104758,15500,15196.5425,16600,34
TORRB4,ALL,0.45,registered,124.484252591259,56.071684044921,144.169769812134,15500,12916.045,16600,34
BARKIPS1,ALL,0.5,registered,143.499643422771,59.7125014761106,162.487209149899,15493.8,12917.32,16600,35
DRYCGT1,ALL,0.5,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.5,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.5,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.5,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.5,registered,0.1,0.1,83.0949504925872,-998.3,-998.4,11699.4825,34
QPS5,ALL,0.5,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.5,registered,121.394481239316,59.7032702978933,138.983576156181,16047.51,13522.8975,16600,30
TORRB3,ALL,0.5,registered,121.394481239316,82.7617433574357,140.309507104758,15500,15196.5425,16600,34
TORRB4,ALL,0.5,registered,124.484252591259,83.1202959735873,144.169769812134,15500,12916.045,16600,34
BARKIPS1,ALL,0.55,registered,143.499643422771,91.4299322267347,165.100203888806,15493.8,12955.71,16600,35
DRYCGT1,ALL,0.55,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.55,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.55,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.55,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.55,registered,0.1,0.1,110.134897485727,-998.3,-998.4,15500,34
QPS5,ALL,0.55,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.55,registered,121.394481239316,59.7032702978933,140.277935097759,16047.51,15098.49,16600,30
TORRB3,ALL,0.55,registered,121.43091051247,82.7617433574357,140.320031107091,15500,15490.7,16600,34
TORRB4,ALL,0.55,registered,124.484252591259,88.0825224283506,144.169769812134,15500,15196.5425,16600,34
BARKIPS1,ALL,0.6,registered,143.499643422771,91.4299322267347,165.100203888806,15493.8,14044.785,16600,35
DRYCGT1,ALL,0.6,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.6,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.6,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.6,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.6,registered,0.1,0.1,123.053396318633,-998.3,-998.4,15500,34
QPS5,ALL,0.6,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.6,registered,125.472778207893,82.7245005729249,140.277935097759,16047.51,15196.5425,16600,30
TORRB3,ALL,0.6,registered,124.497008901989,84.1959538220423,140.320031107091,16047.51,15490.7,16600,34
TORRB4,ALL,0.6,registered,127.550350980778,88.3943426264692,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.65,registered,143.499643422771,108.888444034502,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,ALL,0.65,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.65,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.65,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.65,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.65,registered,1.14106753396088,0.1,160.07578139723,108.265,-998.4,16325,34
QPS5,ALL,0.65,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.65,registered,126.505186438971,82.7245005729249,140.309507104758,16047.51,15196.5425,16600,30
TORRB3,ALL,0.65,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.65,registered,127.550350980778,88.3943426264692,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.7,registered,143.499643422771,108.888444034502,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,ALL,0.7,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.7,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,ALL,0.7,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.7,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.7,registered,5.16881496069442,1.04502913419146,160.07578139723,460.7,90.82,16325,34
QPS5,ALL,0.7,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.7,registered,127.537594670049,87.3186847780142,140.309507104758,16595.02,15490.7,16600,30
TORRB3,ALL,0.7,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.7,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.75,registered,146.242670478206,120.137549131461,165.100203888806,16600,15294.635,16600,35
DRYCGT1,ALL,0.75,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.75,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,ALL,0.75,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.75,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,ALL,0.75,registered,38.8455163357295,1.7168055090314,160.07578139723,6616.84,173.16,16325,34
QPS5,ALL,0.75,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.75,registered,127.537594670049,87.3186847780142,140.309507104758,16595.02,15490.7,16600,30
TORRB3,ALL,0.75,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.75,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.8,registered,146.242670478206,120.638158714339,165.100203888806,16600,15493.8,16600,35
DRYCGT1,ALL,0.8,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.8,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,ALL,0.8,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.8,registered,1.1972088165628,0.934756228768568,1.42206537843599,138.9,104.99,172.89,33
PPCCGT,ALL,0.8,registered,38.8455163357295,1.92757291813819,160.07578139723,6616.84,226.065,16325,34
QPS5,ALL,0.8,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.8,registered,127.537594670049,87.3186847780142,140.309507104758,16595.02,15490.7,16600,30
TORRB3,ALL,0.8,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.8,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.85,registered,151.443035783826,120.638158714339,167.496417769417,16600,15493.8,16600,35
DRYCGT1,ALL,0.85,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,ALL,0.85,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,ALL,0.85,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.85,registered,1.20016046325043,0.993142505442821,1.42206537843599,139.99,105.99,181.98,33
PPCCGT,ALL,0.85,registered,38.8455163357295,2.2695695478066,160.07578139723,6616.84,233.8175,16325,34
QPS5,ALL,0.85,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.85,registered,127.537594670049,87.3186847780142,140.309507104758,16595.02,15490.7,16600,30
TORRB3,ALL,0.85,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.85,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.9,registered,151.443035783826,120.638158714339,167.496417769417,16600,15493.8,16600,35
DRYCGT1,ALL,0.9,registered,109.592954993486,31.4958454247693,119.496353994374,15887.72,4605.08,16187.26,35
DRYCGT2,ALL,0.9,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,ALL,0.9,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,ALL,0.9,registered,1.20738264079735,1.04369479656726,1.59514987341398,140.31,116.98,211.99,33
PPCCGT,ALL,0.9,registered,75.7274106355484,3.08942421620996,168.768232996601,15500,297.93,16600,34
QPS5,ALL,0.9,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,ALL,0.9,registered,127.537594670049,105.364864794523,140.309507104758,16595.02,15490.7,16600,30
TORRB3,ALL,0.9,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.9,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,0.95,registered,151.443035783826,120.638158714339,167.496417769417,16600,15500,16600,35
DRYCGT1,ALL,0.95,registered,111.647372937315,61.7339544245891,122.14818930026,15887.72,15500,16600,35
DRYCGT2,ALL,0.95,registered,111.647372937315,88.6819497367496,124.24085665057,16586.72,15500,16600,35
DRYCGT3,ALL,0.95,registered,109.076421031813,35.257823893946,120.248512678884,15787.8,8855.145,16593.36,35
OSB-AG,ALL,0.95,registered,62.5817600413443,1.32005270157293,167.399459481263,15500,181.98,16586.72,33
PPCCGT,ALL,0.95,registered,147.19665422509,45.2097541929512,185.004597252793,15500,6074.9575,16600,34
QPS5,ALL,0.95,registered,145.942774933287,118.110622201637,167.17840279753,16005.18,15300.05,16510.36,34
TORRB2,ALL,0.95,registered,127.537594670049,105.364864794523,140.309507104758,16595.02,15500,16600,30
TORRB3,ALL,0.95,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,0.95,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
BARKIPS1,ALL,1,registered,151.443035783826,120.638158714339,167.496417769417,16600,15500,16600,35
DRYCGT1,ALL,1,registered,111.647372937315,88.7618353885993,124.291430519266,16600,15500,16600,35
DRYCGT2,ALL,1,registered,111.647372937315,88.7218925626745,124.291430519266,16600,15500,16600,35
