DUID,cut,q,norm,ratio,lo,hi,price,plo,phi,n_mth
DRYCGT3,ALL,1,registered,111.647372937315,88.7618353885993,124.291430519266,15787.8,15500,16600,35
OSB-AG,ALL,1,registered,145.084354851995,121.123273797988,167.399459481263,16586.72,15500,16600,33
PPCCGT,ALL,1,registered,168.768232996601,133.99842659912,189.948380977374,16600,15500,16600,34
QPS5,ALL,1,registered,146.325822143588,119.654160876949,168.086067562367,16050,15500,16600,34
TORRB2,ALL,1,registered,127.537594670049,105.364864794523,140.309507104758,16595.02,15500,16600,30
TORRB3,ALL,1,registered,124.497008901989,101.050139123224,140.320031107091,16047.51,15500,16600,34
TORRB4,ALL,1,registered,127.550350980778,100.98950903975,144.169769812134,16047.51,15490.7,16600,34
TORRB3,DIRECTED,0.05,registered,118.309041808419,0.1,137.675707164669,15490.7,-999.4,16595.02,31
TORRB4,DIRECTED,0.05,registered,121.358051966162,21.7701020022793,142.843657620046,15490.7,5999.15,16595.02,31
TORRB3,DIRECTED,0.1,registered,118.309041808419,0.1,137.675707164669,15490.7,-999.4,16595.02,31
TORRB4,DIRECTED,0.1,registered,121.358051966162,21.7701020022793,142.843657620046,15490.7,5999.15,16595.02,31
TORRB3,DIRECTED,0.15,registered,118.309041808419,0.1,137.675707164669,15490.7,-999.4,16595.02,31
TORRB4,DIRECTED,0.15,registered,121.358051966162,21.7701020022793,142.843657620046,15490.7,5999.15,16595.02,31
TORRB3,DIRECTED,0.2,registered,118.309041808419,0.1,137.675707164669,15490.7,-999.4,16595.02,31
TORRB4,DIRECTED,0.2,registered,121.358051966162,21.7701020022793,142.843657620046,15490.7,5999.15,16595.02,31
TORRB3,DIRECTED,0.25,registered,127.563107291507,82.7617433574357,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.25,registered,121.43091051247,56.6183985686869,142.88652357712,15500,15500,16600,31
TORRB3,DIRECTED,0.3,registered,127.563107291507,82.7617433574357,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.3,registered,121.43091051247,56.6183985686869,142.88652357712,15500,15500,16600,31
TORRB3,DIRECTED,0.35,registered,127.563107291507,91.8756261985928,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.35,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.4,registered,127.563107291507,91.8756261985928,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.4,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.45,registered,127.563107291507,91.8756261985928,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.45,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.5,registered,127.563107291507,91.8756261985928,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.5,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.55,registered,127.563107291507,91.8756261985928,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.55,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.6,registered,127.563107291507,91.8756261985928,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.6,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.65,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.65,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.7,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.7,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.75,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.75,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.8,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED,0.8,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.85,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED,0.85,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.9,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED,0.9,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,0.95,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED,0.95,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED,1,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED,1,registered,127.563107291507,82.7369148344285,145.453016047148,15500,15500,16600,31
TORRB3,DIRECTED_PIV,0.05,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.05,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.1,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.1,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.15,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.15,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.2,registered,121.358051966162,82.7120863114212,140.277935097759,15490.7,15490.7,16595.02,31
TORRB4,DIRECTED_PIV,0.2,registered,127.537594670049,82.7120863114212,145.409380142334,15490.7,15490.7,16595.02,29
TORRB3,DIRECTED_PIV,0.25,registered,127.563107291507,82.7617433574357,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.25,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.3,registered,127.563107291507,82.7617433574357,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.3,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.35,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.35,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.4,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.4,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.45,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.45,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.5,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.5,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.55,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.55,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.6,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.6,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.65,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.65,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.7,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.7,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.75,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.75,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.8,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.8,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.85,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,DIRECTED_PIV,0.85,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.9,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED_PIV,0.9,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,0.95,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED_PIV,0.95,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB3,DIRECTED_PIV,1,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,DIRECTED_PIV,1,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB2,DIRECTED,0.05,MAXAVAIL,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.1,MAXAVAIL,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.15,MAXAVAIL,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.2,MAXAVAIL,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.25,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.3,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.35,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.4,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.45,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.5,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.55,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.6,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.65,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.7,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.75,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.8,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.85,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.9,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.95,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,1,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.05,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.1,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.15,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.2,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.25,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.3,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.35,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.4,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.45,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.5,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.55,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.6,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.65,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.7,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.75,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.8,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.85,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.9,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.95,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,1,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DIRECTED,0.05,registered,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.1,registered,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.15,registered,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.2,registered,121.358051966162,69.6482569204835,140.277935097759,15490.7,15294.595,16595.02,27
TORRB2,DIRECTED,0.25,registered,127.563107291507,82.7617433574357,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.3,registered,127.563107291507,82.7617433574357,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.35,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.4,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.45,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.5,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.55,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.6,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.65,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.7,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.75,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.8,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.85,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.9,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,0.95,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED,1,registered,127.563107291507,91.9059412403297,142.864705624712,16595.02,15500,16600,27
TORRB2,DIRECTED_PIV,0.05,registered,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.1,registered,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.15,registered,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.2,registered,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DIRECTED_PIV,0.25,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.3,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.35,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.4,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.45,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.5,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.55,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.6,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.65,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.7,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.75,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.8,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.85,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.9,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,0.95,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
TORRB2,DIRECTED_PIV,1,registered,127.563107291507,91.9059412403297,142.88652357712,16600,15500,16600,27
DRYCGT2,DIRECTED,0.05,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.05,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.1,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.1,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.15,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.15,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.2,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.2,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.25,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.25,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.3,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.3,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.35,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.35,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.4,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.4,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.45,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.45,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.5,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.5,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.55,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.55,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.6,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.6,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.65,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.65,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.7,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.7,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.75,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.75,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.8,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.8,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.85,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.85,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.9,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.9,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.95,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.95,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,1,MAXAVAIL,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,1,MAXAVAIL,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.05,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.05,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.1,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.1,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.15,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.15,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.2,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.2,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.25,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.25,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.3,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.3,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.35,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.35,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.4,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.4,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.45,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.45,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.5,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.5,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
DRYCGT2,DIRECTED,0.55,registered,39.0828613533718,39.0828613533718,74.3379081734289,13114.43,13114.43,13114.43,3
DRYCGT3,DIRECTED,0.55,registered,39.0828613533718,35.8917745438845,56.7103847634003,13114.43,10984.7875,13114.43,4
