check,value
tripwire_incR2_pi2,0.00419445105562943
tripwire_incR2_pi_da,0.00237676692586719
cor_pi_da_pi2,0.936584799927098
reflection_b_torl1,-0.00250809630791805
reflection_p,0.956962412192058
